idstd,id,a4a,a6a,a2,a4b,a0,a3a,a6b,a14d,a14m,a14y,a14h,a14min,a1,a12,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,KENb1,KENb2,b5,b6,b6a,b6b,b7,b7a,b8,b8x,KENb3,KENb4,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22b,c30a,d1a1a,d1a1x,d1a3,d2,d2x,n3,d3a,d3b,d3c,d4,d5a,d8,d10,d11,d12a,d12b,d13,d14,d15a,d30a,d30b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e6,e11,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,KENh1a,KENh1b,KENh1c,KENh2a,KENh2b,KENh2c,KENh2d,KENh3,KENh4a,KENh4b,KENh4c,KENh4d,KENh5,KENh6,KENh7,KENh8,KENh9a,KENh9b,KENh9c,f1,f2,KENf1a,KENf1b,KENf1c,KENf1d,KENf1e,g6a,g1a,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k3a,k3bc,k3e,k3f,k3hd,KENk1,KENk2,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a1,k21,KENk3,KENk4,KENk5,k30,MMs1,MMs2,MMs3,MMs4,MMs5,MMs6,MMs7,MMs8,MMs9,MMs10,MMs12,MMs11,h7a,j2,j3,j4,j5,KENj1,KENj2,j6a,j6,j7a,j7b,KENj3,KENj4,KENj5,KENj6,KENj7,KENj8,j10,j11,j12,j13,j14,j15,KENj9,KENj10,KENj11a,KENj11b,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l30a,l30b,m1a,n2a,n2e,n2b,n2i,n2p,n2e1,n7a,a15d,a15m,a15y,a15h,a15min,a15a1a,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
629393,2989,Other Services,Medium,Kisumu,Wholesale,Other services,Kisumu,Medium,4,12,2018,14,49,Kenya,Nb1075,English,Establishment,Yes,Don't know (spontaneous),Yes,Yes,Yes,,2017,12,31,Shareholding company with non-traded shares or shares traded privately,,51,100,0,0,0,No,,100,100,1975,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),16,No,No,,Yes,No,No,,,Yes,2.0,4.0,0.0,10.0,,Yes,5.0,No,,,,,,Yes,Major obstacle,Wholesale trade of ,"Wholesale Of Roofing Materials, Tiles And Sanitary Ware",90,1000000000.0,One Billion,800000000.0,100,0,0,,,,5,2.0,95,5,No,,,Major obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with more than normal effort,Only senior managers,Yes,Their team or shift performance as measured by targets,Based solely on performance and ability,Rarely or never,,,,Yes,Moderate obstacle,Yes,Yes,We Brought In New Roofing Products And New Colours,The Main Difference Is In The Shape And Colour,Yes,We Have Been Doing Promotions And Customer Awareness,"Before, We Were Not Indulging In Promotions. We Also Give Customers Awards For Their Targets",No,,No,No,No,No,No,No,No,Did not have a product to patent,No,No,No,No,Yes,No,,Internet,Major obstacle,Moderate obstacle,Moderate obstacle,,,,,,,,60,60,Yes,14.0,Yes,,,,Minor obstacle,Yes,,2400000.0,Yes,2.0,,Moderate obstacle,90,0,0,10,0,,,Yes,4500000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,No,,,,,,,,,,,,,Yes,No,Interest rates were not favorable,,Yes,No,No effect,,Moderate obstacle,Yes, Reduce the time spent in financial transactions,No,,No,,No,,Yes,20.0,No,,Strongly disagree,70,No,,,Yes,10.0,No,,2.0,,No,,No,,No,,No,,,Yes,30.0,Yes,Yes,In line with my expectation,Increase,Increase,No obstacle,Moderate obstacle,Major obstacle,Major obstacle,Moderate obstacle,Major obstacle,36,30,,,,,,,,3.0,20,0.0,Less than one month,40.0,,No,,,,,Minor obstacle,Minor obstacle,Political instability,15000000.0,,800000.0,,,,,4,12,2018,16,2,2,,16,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb1075,No,Yes,City with population over 1 million,5143,Kisumu,Medium (20-99),Other Services,Fresh,1.5403557,2.0729845,2.6188912,188
629394,3001,Tourism,Medium,Kisumu,Hotel and restaurants: section H,Other services,Nairobi,Large,26,11,2018,11,16,Kenya,Nb1693,English,Establishment,Yes,53.0,Yes,Yes,Yes,,2018,6,30,Limited partnership,,60,0,100,0,0,Don't know (spontaneous),,0,0,1999,50,Yes,1999,Don't know (spontaneous),No,Yes,Iso 2000,No,No,No,,,Yes,3.0,0.0,30.0,2.0,,Yes,10.0,No,,,,,,Yes,Minor obstacle,Hotel or restaurant,Restaurant,80,1500000000.0,One Point Five Billion,1000000000.0,100,0,0,,,,No losses,No losses,70,30,No,,,No obstacle,Minor obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,All managers and most production workers,Yes,Their team or shift performance as measured by targets,Based solely on performance and ability,Rarely or never,,,,Yes,Moderate obstacle,Yes,Yes,Introduced A New Coffee Brand,Completely New,No,,,No,,No,No,No,No,No,No,No,Did not have a product to patent,No,No,No,No,Yes,No,,In-house R&D and personnel,No obstacle,No obstacle,Minor obstacle,,,,,,,,0,0,No,,,,,,No obstacle,Yes,8.0,,No,,,No obstacle,80,0,0,20,0,,,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,No effect,,Minor obstacle,Yes,Satisfy customers' request,No,,No,,No,,Yes,35.0,No,,Strongly agree,1,Yes,1.0,No,No,,No,,Don't know (spontaneous),,No,,No,,No,,No,,,Yes,Less than one day,No,No,,Increase,Increase,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,200,180,,,,,,,,148.0,50,43.0,6.0,100.0,,Yes,,,,,Minor obstacle,No obstacle,Practices of competitors in the informal sector,12000000.0,,1800000.0,,,,,26,11,2018,12,10,9,,3,Male,,,,,,,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb1076,Yes,Yes,City with population over 1 million,5520,Kisumu,Medium (20-99),Tourism,Fresh,2.0171773,2.5170171,1.9251993,187
629395,3006,Other Services,Medium,Kisumu,Transport  Section I: (60-64),Other services,Kisumu,Medium,24,10,2018,13,8,Kenya,Nk0063,English,Establishment,No,,,,,,2018,6,30,Sole proprietorship,,100,100,0,0,0,No,,100,100,1985,7,Yes,1985,20,No,No,,No,No,No,,,No,,,,,,No,,No,,,,,,Yes,No obstacle,Provide services of ,Courier Services By Road,100,126000000.0,One Hundred And Twenty Six Million Kenya ,140000000.0,100,0,0,,,,No losses,1.0,80,20,Yes,10.0,No,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,No,,,,Yes,Their companyâs performance as measured by targets,Non-managers are normally not promoted,Rarely or never,,,,No,No obstacle,No,,,,No,,,No,,,,,No,No,Yes,No,Did not have a product to patent,No,No,No,No,Yes,No,,Interaction with suppliers,No obstacle,Moderate obstacle,No obstacle,,,,,,,,0,Does not apply is a floor in a building (spontaneous),No,,,,,,No obstacle,Yes,3.0,,No,,,No obstacle,85,10,0,5,0,,,Yes,20000000.0,0.0,20.0,,0.0,,0.0,,0.0,,80.0,,0.0,,,,,Yes,No,No,,,,,,,,,,,,,Don't know (spontaneous),No,No need for a loan - establishment had sufficient capital,,No,No,No effect,,No obstacle,Yes,Satisfy customers' request,No,,No,,No,,No,,,,Tend to disagree,No time was spent,No,,,Yes,1.0,No,,No payments or gifts are paid,,No,,No,,No,,No,,,No,,,Yes,Above my expectation,Increase,Increase,No obstacle,Minor obstacle,No obstacle,Major obstacle,No obstacle,Very severe obstacle,21,22,,,,,,,,5.0,5,0.0,6.0,100.0,,Yes,,,,,No obstacle,No obstacle,Political instability,15000000.0,,17340.0,,,,,24,10,2018,14,1,4,,20,Male,,,,,,,Somewhat truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,Nb1075,No,Yes,City with population over 1 million,6023,Kisumu,Medium (20-99),Other Services,Fresh,1.5403557,2.0729845,2.6188912,188
629396,3008,Tourism,Medium,Kisumu,Hotel and restaurants: section H,Other services,Kisumu,Small,16,11,2018,11,14,Kenya,Nb1075,English,Establishment,Yes,4.0,No,,,Yes,2018,6,30,Limited partnership,,60,100,0,0,0,Yes,20.0,80,0,2010,16,No,2011,8,Yes,No,,Yes,No,No,,,Yes,8.0,3.0,0.0,,200000.0,Yes,20.0,No,,,,,,Yes,Moderate obstacle,Hotel or restaurant,Accommodation,65,3000000.0,Three Million,3000000.0,70,0,30,,,2011.0,No losses,No losses,100,0,,,,Major obstacle,Moderate obstacle,We fixed it and took action to make sure it did not happen again,Yes,1-2 production performance indicators,Yes,Main focus was on short-term (less than one year) production targets,Targets were not achieved,All managers and most production workers,Yes,Their establishmentâs performance as measured by targets,Based solely on performance and ability,After 6 months of identifying non-manager under-performance,,,,No,Moderate obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not have a product to patent,No,No,No,No,Yes,No,,Internet,Moderate obstacle,Major obstacle,Major obstacle,,,,,,,,100,100,No,,,,,,Very severe obstacle,Yes,,306000.0,Yes,,50000.0,Moderate obstacle,80,0,10,10,0,10.0,,Yes,45000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,Yes,Private commercial banks,2013.0,20000000.0,Yes,Yes,No,No,No,No,100000000.0,1.0,15000000.0,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,No effect,,Moderate obstacle,Yes,Reduce the risks in financial transactions,No,,Yes,2.0,Yes,3.0,Yes,30.0,No,,Strongly disagree,1,Yes,2.0,No,Yes,2.0,Yes,No payments,No payments or gifts are paid,,No,,No,,No,,No,,,Yes,7.0,No,No,,Remain the same,Increase,Moderate obstacle,Minor obstacle,Major obstacle,Very severe obstacle,Very severe obstacle,Minor obstacle,10,16,,,,,,,,7.0,2,2.0,Less than one month,100.0,,Yes,,,,,Major obstacle,Moderate obstacle,Labor regulations,850000.0,,252000.0,,,,,16,11,2018,12,10,6,,7,Male,,,,,,,Somewhat truthful,Are estimates computed with some precision,Several visits,1.0,20.0,Nb1075,No,Yes,City with population over 1 million,5510,Kisumu,Medium (20-99),Tourism,Fresh,2.0171773,2.5170171,1.9251993,187
629397,3012,Other Services,Medium,Kisumu,Construction Section F: ,Other services,Kisumu,Medium,13,11,2018,9,10,Kenya,Nk0063,English,Establishment,No,,,,,,2017,12,31,Limited partnership,,50,100,0,0,0,No,,100,100,1997,27,Yes,1997,7,No,No,,No,No,No,,,No,,,,,,No,,No,,,,,,No,No obstacle,Construction of,Installation Of Electrical And Telecommunication Equipment,100,29799590.0,"Twenty Nine Million, Seven Hundred And Ninety Nine Thousand, Five Hundred And Ninety Kenya ",32338205.0,100,0,0,,,,No losses,No losses,50,50,No,,,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,No,,,,No,,Non-managers are normally not promoted,Rarely or never,,,,No,Major obstacle,No,,,,No,,,No,,,,,No,No,No,No,Did not have a product to patent,No,No,No,No,Yes,No,,Consultancy firms or individual consultants,No obstacle,Moderate obstacle,Moderate obstacle,,,,,,,,0,Does not apply is a floor in a building (spontaneous),No,,,,,,No obstacle,Yes,2.0,,No,,,No obstacle,80,10,0,0,10,,0.0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,No effect,,No obstacle,Yes, Reduce the time spent in financial transactions,Yes,1.0,No,,No,,No,,,,Strongly agree,No time was spent,No,,,No,,No,,No payments or gifts are paid,,No,,No,,No,,No,,,No,,,No,,Remain the same,Remain the same,No obstacle,Major obstacle,Minor obstacle,Major obstacle,No obstacle,No obstacle,24,30,,,,,,,,1.0,No full-time seasonal or temporary workers,,,100.0,,Yes,,,,,No obstacle,No obstacle,Political instability,13000000.0,,36000.0,,,,,13,11,2018,9,59,3,,7,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Nb1075,No,Yes,City with population over 1 million,4530,Kisumu,Medium (20-99),Other Services,Fresh,1.5403557,2.0729845,2.6188912,188
629398,3016,Other Manufacturing,Medium,Kisumu,Construction Section F: ,Other services,Kisumu,Medium,16,1,2019,8,55,Kenya,Nb1220,English,Establishment,No,,,,,,2017,12,23,Shareholding company with non-traded shares or shares traded privately,,25,100,0,0,0,Yes,10.0,35,0,1996,10,Yes,1996,37,No,No,,No,No,Yes,Less than one day,No,Yes,24.0,11.0,59.0,None,,Yes,5.0,No,,,,,,No,No obstacle,Construction of,Buildings,90,97000000.0,Ninety Seven Million,8625000.0,100,0,0,,,,10,2.0,70,30,Yes,5.0,Yes,Moderate obstacle,Major obstacle,We fixed it and took action to make sure it did not happen again,Yes,1-2 production performance indicators,No,,,,No,,Based solely on performance and ability,Within 6 months of identifying non-manager under-performance,,,,No,Minor obstacle,No,,,,Yes,We Started Practising Lean Construction,"With Lean Construction, We Are Minimizing Waste And Maximizing Efficiency To Look At The Areas Where We Are Wasting More Time That Means Getting More Equipments Than We Used To Have Which Have Helped Us Minimize Theft Cases. And Before We Did N",Yes,48000.0,Don't know (spontaneous),No,No,No,No,No,No,Did not have a product to patent,No,No,No,No,Yes,No,,Interactions with customers,No obstacle,Minor obstacle,No obstacle,,,,,,,,100,100,Yes,30.0,No,,,,No obstacle,Yes,3.0,,Yes,10.0,,Moderate obstacle,85,0,15,0,0,0.0,,Yes,13000000.0,25000000.0,80.0,,10.0,,10.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,Yes,Private commercial banks,2016.0,32500000.0,Yes,No,Yes,No,Yes,No,30000000.0,2.0,3000000.0,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,Positively affected,,Minor obstacle,No,,,,,,,,,,,Establishmment's payment are too large to use mobile money,Tend to disagree,20,No,,,Yes,2.0,Yes,3.0,4.0,,Yes,45.0,Yes,3.0,No,,No,,,Yes,60.0,Yes,No,,Increase,Increase,Moderate obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,Major obstacle,Minor obstacle,28,Don't know (spontaneous),,,,,,,,10.0,3,0.0,8.0,100.0,,Yes,,,,,Moderate obstacle,Minor obstacle,"Crime, theft and disorder",1400000.0,,1000800.0,,,,,16,1,2019,9,49,2,,2,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Nb1075,No,Yes,City with population over 1 million,4520,Kisumu,Medium (20-99),Other Manufacturing,Fresh,1.513166,2.5771446,2.0400076,183
629399,3018,Retail,Large,Kisumu,Retail,Retail services,Kisumu,Medium,7,6,2018,8,29,Kenya,Nk0063,English,Establishment,No,,,,,,2018,6,7,Shareholding company with shares trade in the stock market,,50,50,0,0,50,Don't know (spontaneous),,58,Don't know (spontaneous),1958,70,Yes,1958,6,Yes,Yes,Iso1900,No,No,No,,,Yes,20.0,3.0,40.0,8.0,,Yes,Don't know (spontaneous),No,,,,,,Yes,No obstacle,Retail trade of ,Paint,100,Don't know (spontaneous),,Don't know (spontaneous),70,30,0,,,1998.0,No losses,No losses,100,0,,,,No obstacle,Minor obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,10 or more production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Targets were not achieved,All managers and most production workers,Yes,Their team or shift performance as measured by targets,Based solely on performance and ability,After 6 months of identifying non-manager under-performance,,,,No,No obstacle,Yes,Yes,Introduced A New Organic Paint,Increase Of Sales And A A Lot Of Orders Were Made In New Markets,Yes,Production Of Organic Paints That Are Antibacterial,Its Cheap And Easy To Handle,Yes,Don't know (spontaneous),No,No,No,Yes,Don't know (spontaneous),Yes,Don't know (spontaneous),,Yes,Don't know (spontaneous),Yes,Don't know (spontaneous),Yes,Yes,Somewhat useful,Internet,No obstacle,Minor obstacle,No obstacle,,,,,,,,Don't know (spontaneous),Does not apply is a floor in a building (spontaneous),No,,,Don't know (spontaneous),,,No obstacle,Yes,2.0,,No,,,No obstacle,100,0,0,0,0,,,No,,,,,,,,,,,,,,,,,,Yes,Don't know (spontaneous),No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,No effect,,No obstacle,Yes,Satisfy customers' request,Yes,20.0,Yes,30.0,No,,Yes,40.0,No,,Don't know (spontaneous),20,Yes,1.0,No,No,,No,,No payments or gifts are paid,,No,,No,,No,,No,,,No,,,No,,Remain the same,Remain the same,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,70,60,,,,,,,,30.0,No full-time seasonal or temporary workers,,,100.0,,Yes,,,,,No obstacle,No obstacle,Don't know (spontaneous),5000000.0,,Don't know (spontaneous),Don't know (spontaneous),,,,7,6,2018,9,43,9,,6,Female,,,,,,,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb1075,No,Yes,City with population over 1 million,5234,Kisumu,Large (100+),Retail,Fresh,1.0,1.0,1.1253054,194
629400,3027,Tourism,Small,Kisumu,Hotel and restaurants: section H,Other services,Kisumu,Small,20,7,2018,10,15,Kenya,Nb1220,English,Establishment,No,,,,,,2017,12,31,Sole proprietorship,,100,0,0,0,100,No,,100,0,2013,10,Yes,1901,20,No,No,,Yes,No,No,,,Yes,5.0,9.0,59.0,,312000.0,Yes,15.0,No,,,,,,Yes,Major obstacle,Hotel or restaurant,Bar And Restaurant,60,2100000.0,Two Million And One Hundred Thousand,2700000.0,100,0,0,,,,5,10.0,100,0,,,,Moderate obstacle,Moderate obstacle,We fixed it and took action to make sure it did not happen again,Yes,1-2 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with more than normal effort,Most managers and some production workers,No,,Based solely on performance and ability,After 6 months of identifying non-manager under-performance,,,,Yes,Very severe obstacle,Yes,Yes,Happy Hours For The Low Sessions On Mondays To Thursdays; We Introduced Buy One Get One Free For The Drinks.,There Is No Much Difference. We Did Not Use To Do This And Now We Have Tried To Create A Way Of Digging Into People'S Pockets By Introducing This Happy Hour Service.,No,,,No,,No,No,No,No,No,No,No,Did not have a product to patent,No,No,No,No,Yes,No,,Business associations,Major obstacle,Moderate obstacle,No obstacle,,,,,,,,0,0,No,,,,,,Major obstacle,Yes,10.0,,No,,,Major obstacle,50,50,0,0,0,,,No,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,Yes,Yes,,Application was approved in part,Yes,No,No effect,,Major obstacle,Yes,Satisfy customers' request,Yes,70.0,Yes,90.0,Yes,80.0,Yes,60.0,Yes,,Tend to disagree,40,No,,,Yes,5.0,No,,15.0,,No,,No,,No,,No,,,Yes,90.0,Yes,Yes,Above my expectation,Remain the same,Increase,Major obstacle,Major obstacle,No obstacle,Very severe obstacle,Very severe obstacle,Major obstacle,9,6,,,,,,,,6.0,100,6.0,Less than one month,80.0,,No,,,,,Major obstacle,Moderate obstacle,Political instability,600000.0,,280000.0,,,,,20,7,2018,11,10,1,,5,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb1075,No,Yes,City with population over 1 million,5520,Kisumu,Small (5-19),Tourism,Fresh,31.215008,35.05901,56.68072,178
629401,3029,Food,Large,Kisumu,Food,Manufacturing,Kisumu,Large,17,7,2018,10,28,Kenya,Nk1012,English,Establishment,Yes,5.0,Yes,Yes,Yes,,2017,6,15,Sole proprietorship,,100,100,0,0,0,Yes,100.0,100,100,2001,70,Yes,2001,17,No,Yes,Iso 22000:2005,No,No,No,,,Yes,2.0,14.0,0.0,15.0,,Yes,30.0,No,,,Yes,5.0,48.0,No,No obstacle,Manufacturing of ,Fish Products,100,60000000.0,Sixty Million,420000000.0,0,0,100,7.0,Yes,2001.0,No losses,No losses,100,0,,,,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,No,,,,No,,Based solely on performance and ability,Rarely or never,International,1.0,No,No,Moderate obstacle,Yes,Yes,Introduced Frozen Fish Fillet That Is Exported By Sea And Air,Completely New,Yes,"Trying To Reach Out To More Customers And Not Relying On One Customer, Since Each Customer Requires His Or Her Own Way Or Choice Of Transportation",Nowadays They Deal Directly With Customers Unlike Before When They Use To Have Exporting Agencies,No,,No,Yes,No,No,No,No,No,Process is expensive,No,No,No,No,Yes,Yes,Very useful,Business associations,No obstacle,Minor obstacle,Minor obstacle,100.0,8.0,Yes,No,No,Yes,No,100,100,No,,,,,,No obstacle,Yes,,180000.0,No,,,Minor obstacle,0,100,0,0,0,,,Yes,Don't know (spontaneous),Don't know (spontaneous),100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,No,,,Yes,Yes,Yes,Private commercial banks,2017.0,Don't know (spontaneous),No,,,,,,,Don't know (spontaneous),,Yes,Yes,,Application was approved in full,Yes,Yes,No effect,,Minor obstacle,No,,,,,,,,,,,Establishmment's payment are too large to use mobile money,Tend to disagree,80,No,,,Yes,3.0,No,,8.0,,No,,No,,No,,Yes,7.0,No,Yes,7.0,No,No,,Increase,Increase,No obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,60,70,35.0,25.0,15.0,10.0,10.0,3.0,0.0,,100,2.0,8.0,100.0,,No,,,,,Very severe obstacle,Moderate obstacle,Tax rates,3000000.0,70000000.0,12000000.0,,75000000.0,70000000.0,30000000.0,17,7,2018,12,4,8,,15,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,Nb1075,No,Yes,City with population over 1 million,1512,Kisumu,Large (100+),Food,Fresh,4.450607,6.5049987,4.830599,190
629402,3031,Other Services,Large,Kisumu,Construction Section F: ,Other services,Kisumu,Large,6,9,2018,11,26,Kenya,Nk0063,English,Establishment,No,,,,,,2017,12,31,Limited partnership,,25,100,0,0,0,Yes,25.0,100,0,1990,Don't know (spontaneous),Yes,1990,4,No,Yes,Iso 9001-2015,No,No,No,,,No,,,,,,No,,No,,,,,,Yes,Major obstacle,Construction of,Construction Of Roads,80,500000000.0,Five Hundred Million Kenya ,400000000.0,70,30,0,,,2009.0,No losses,No losses,98,2,No,,,No obstacle,Major obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with more than normal effort,All managers and most production workers,Yes,Their team or shift performance as measured by targets,Based solely on performance and ability,Rarely or never,,,,No,Major obstacle,Yes,No,Introduced A Remote Network Drive,Any Body Can Do Any Work In Any Station And Everyone Can Access The Results In Different Regions/ Stations,No,,,No,,No,No,No,No,No,No,No,Did not have a product to patent,Yes,No,No,No,No,No,,Internet,No obstacle,Major obstacle,Moderate obstacle,,,,,,,,0,Does not apply is a floor in a building (spontaneous),No,,,,,,No obstacle,Yes,5.0,,No,,,No obstacle,20,80,0,0,0,,,No,,,,,,,,,,,,,,,,,,Yes,No,Yes,Private commercial banks,2017.0,2.0,No,,,,,,,Don't know (spontaneous),,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,No effect,,No obstacle,Yes,Satisfy suppliers' request,Yes,25.0,No,,No,,Yes,3.0,No,,Don't know (spontaneous),No time was spent,Yes,2.0,No,Yes,1.0,No,,No payments or gifts are paid,,Yes,Don't know (spontaneous),No,,No,,No,,,No,,,No,,Don't know (spontaneous),Don't know (spontaneous),Minor obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,100,70,,,,,,,,20.0,30,5.0,6.0,100.0,,Yes,,,,,No obstacle,No obstacle,Political instability,50000000.0,,2000000.0,,,,,6,9,2018,12,36,4,,4,Male,,,,,,,Truthful,Are taken directly from establishment records,Several visits,1.0,20.0,Nb1075,No,Yes,City with population over 1 million,4520,Kisumu,Large (100+),Other Services,Fresh,1.4112597,2.0975566,2.5652156,197
629403,3034,Food,Small,Kisumu,Retail,Retail services,Kisumu,Small,5,10,2018,12,12,Kenya,Nb1075,English,Establishment,No,,,,,,2018,6,30,Shareholding company with non-traded shares or shares traded privately,,80,100,0,0,0,Yes,20.0,100,0,2012,7,Yes,2012,25,No,No,,No,No,No,,,Yes,2.0,4.0,0.0,None,,No,,No,,,,,,Yes,Minor obstacle,Retail trade of ,Water Treatment Chemicals,80,35000000.0,Thirty Five Million,41000000.0,85,0,15,,,2014.0,No losses,No losses,80,20,Yes,5.0,No,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,3-9 production performance indicators,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve with normal amount of effort,Most managers and some production workers,No,,Based solely on performance and ability,Rarely or never,,,,No,No obstacle,Yes,No,We Introduced New Water Treatment Plants And Equipment,"We Previously Supplied Chemicals But Now We Have Included Equipment, This Is A New Revenue Stream",No,,,No,,Yes,Yes,No,No,No,No,No,Did not have a product to patent,No,No,No,No,Yes,No,,Interactions with customers,No obstacle,Minor obstacle,No obstacle,,,,,,,,0,0,No,,,170.0,Other,Square Kilometers,No obstacle,Yes,,12000.0,No,,,No obstacle,40,20,0,30,10,,0.0,Yes,850000.0,2420000.0,70.0,,0.0,,30.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,Yes,Private commercial banks,2018.0,1.0,Yes,Yes,No,No,No,No,2200000.0,2.0,1450000.0,No,No,No need for a loan - establishment had sufficient capital,,Yes,No,No effect,,No obstacle,No,,,,,,,,,,,Customers don't use mobile money,Strongly disagree,20,Yes,1.0,No,Yes,3.0,Yes,Don't know (spontaneous),No payments or gifts are paid,,No,,No,,No,,Yes,Less than one day,No,Yes,4.0,Yes,Yes,In line with my expectation,Remain the same,Remain the same,Minor obstacle,No obstacle,Moderate obstacle,Moderate obstacle,Major obstacle,No obstacle,10,7,,,,,,,,2.0,6,0.0,Less than one month,100.0,,Yes,,,,,No obstacle,No obstacle,Political instability,3600000.0,,50000.0,15000000.0,,,,5,10,2018,13,9,8,,5,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,Nb1075,No,Yes,City with population over 1 million,5239,Kisumu,Small (5-19),Food,Fresh,3.1354916,3.7350464,6.0562983,172
