idstd,id,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4b,a5,a6a,a6b,a7,a7a,a8,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,ngb1,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6a,b6b,b7,b7a,ngb7,ngb8,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22a,c22b,c30a,c30b,d1a1x,d1a2,d1a3,ngd1a4,d3a,d3b,d3c,d4,d6,d7,d8,ngd9,d10,d11,d12a,d12b,d13,d14,d16,d17,d30a,d30b,e1,e2b,nge2,nge4,nge5,nge6,nge7,nge8,nge9,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,ngf1,ngf1a,ngf1b,f2,ngf2,ngf3,g6a,g6b,g6c,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc,k3e,k3f,k3hd,k3hdx,k4,n5a,n5b,k5a,k5i,k5bc,k5e,k5f,k5hdj,k5hdJx,k6,k7,ngk_7a,k8,k9,k9a,k9ax,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a,k21,ngk_21a,ngK_21b,ngk_21bx,k30,h7a,j2,j3,j4,j5,ngj5,j6a,j6,j7a,j7b,ngj8,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a,l4b,ngl_4a,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,ngl13,ngl14,ngl15a,ngl15b,ngl15c,ngl15d,ngl15e,ngl16,ngl17,ngl18,ngl19,ngl19x,ngl20,ngl21,ngl22,ngl22x,ngl23,ngl24,ngl25,ngl25b,ngl26,ngl27,ngl28,ngl29a,ngl29b,ngl30,ngl31,ngl32,ngl33,ngl33x,ngl34,ngl34x,ngl35,ngl36a,ngl36,ngl37,ngl38,l30a,nl30a,nl30b,l30b,m1a,m1d,ngn8a,ngn8b,ngn8c,ngn8d,ngn8e,ngn8f,ngn8g,ngm2,nn2g,nn2h,nn2,n6a,n6b,n7a,n7b,a15a2a,a15a3,a15a2b,a15b3,a15a2c,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,wstrict,wmedian,wweak,d2,d2x,n3,n2a,n2e,n2f,n2b,n2ra,n2rb,n2i,n2j,a4a,panel,strata
587463,1512751,2,1,1,1,1,2,1,3,52,2,1,1,1,1.0,-7,1,1,1,22,20.0,19.0,7,2014,16.0,20.0,-9,3,,100.0,100,0,0,0,2.0,,2003.0,18.0,1.0,2000.0,6.0,2.0,-9.0,3.0,2.0,,2.0,,,1.0,90.0,4.0,-9.0,4.0,,1.0,80.0,2.0,,,,,,2.0,2.0,2.0,1.0,sales of computer systems,5239,100.0,,100.0,0.0,0.0,,,,-9.0,,-7.0,,,,,,,-9.0,1.0,3.0,,,4.0,2.0,-9.0,-9.0,-9.0,Does not apply,5.0,,-9.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,-9.0,-9.0,,,54.0,1.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0,,,-9.0,,,0.0,2.0,,,2.0,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,None,2.0,,,0.0,0.0,0.0,0.0,0.0,,Savings,2.0,2.0,2.0,-9.0,,,,,,,,,,,,,,,-9.0,-9.0,,,2.0,2.0,,,1.0,3.0,0.0,2.0,,,2.0,,0.0,-8.0,,0.0,-9.0,,,-9.0,,,0.0,0.0,1.0,0.0,0.0,0.0,19.0,19.0,,,,,,,,15.0,0.0,,,,,100.0,2.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,2.0,1.0,2.0,1.0,-9.0,,,,,,1.0,1.0,-7.0,-9.0,0.0,,,1.0,8.0,1,2.0,-7.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,-9.0,,,6.0,1.0,,,,,19.0,7,2014,17.0,15.0,2.0,2.0,1,,,7.331067,7.3467236,12.038355,1800000.0,One million eight hundred thousand,-9.0,-9.0,,,-9.0,,,-9.0,,8,0.0,8.0
587464,1512795,2,1,1,8,8,2,1,2,51,1,1,1,2,,-7,-7,-7,-7,10,1.0,9.0,10,2014,15.0,42.0,3,3,,,100,0,0,0,2.0,,2001.0,0.0,2.0,2005.0,20.0,2.0,4.0,1.0,2.0,,2.0,,,1.0,50.0,59.0,12.0,,1200000.0,1.0,80.0,2.0,,,,,,1.0,2.0,4.0,2.0,Sales of interior furniture,5139,100.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,6.0,1.0,3.0,,,3.0,2.0,5.0,3.0,10.0,Lagos,5.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,30.0,40.0,,,60.0,2.0,0.0,50.0,50.0,0.0,50.0,50.0,1.0,5.0,1.0,50.0,3.0,,3.0,1.0,,300000.0,1.0,,500000.0,2.0,5.0,10.0,100.0,0.0,0.0,0.0,0.0,None,1.0,2000000.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,Savings,1.0,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,4.0,,2.0,2.0,,,3.0,2.0,-9.0,1.0,2.0,2.0,2.0,,0.0,0.0,,100.0,2.0,,,2.0,,,2.0,1.0,0.0,2.0,3.0,2.0,8.0,8.0,,,,,,,,3.0,10.0,1.0,-9.0,,,50.0,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,4.0,1.0,1.0,5.0,1.0,100.0,,,,,100.0,1.0,3.0,1.0,2.0,0.0,,,1.0,1.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,13.0,1.0,,,,,9.0,10,2014,16.0,51.0,1.0,1.0,1,,,40.147404,40.37781,69.70338,800000.0,Eight hundred thousand,-9.0,1200000.0,,,120000.0,,,-9.0,,10,0.0,239.0
587465,1512799,3,1,1,2,2,1,1,2,22,1,1,2,2,,-7,-7,-7,-7,2,1.0,22.0,8,2014,15.0,50.0,1,3,,,100,0,0,0,1.0,100.0,2004.0,5.0,1.0,2003.0,21.0,2.0,7.0,1.0,2.0,,2.0,,,1.0,28.0,3.0,3.0,80.0,,1.0,90.0,2.0,,,,,,1.0,1.0,4.0,2.0,printing,2221,80.0,,100.0,0.0,0.0,,,,-9.0,,-7.0,,,,,,,,0.0,0.0,,,3.0,2.0,3.0,3.0,10.0,FCT,5.0,,-9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,100.0,100.0,,,144.0,1.0,0.0,100.0,0.0,-7.0,-7.0,-7.0,1.0,-6.0,2.0,,,,3.0,1.0,10.0,,2.0,,,0.0,0.0,-9.0,100.0,0.0,0.0,0.0,0.0,None,2.0,,,0.0,0.0,0.0,0.0,0.0,,Internal funds,1.0,-9.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,3.0,,1.0,2.0,,,3.0,4.0,1.0,2.0,,,2.0,,0.0,-8.0,,5.0,2.0,,,2.0,,,0.0,0.0,0.0,3.0,3.0,0.0,20.0,20.0,,,,,,,,2.0,5.0,1.0,-9.0,,,0.0,2.0,,,5.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,4.0,4.0,1.0,1.0,3.0,2.0,100.0,,,,,0.0,1.0,2.0,3.0,2.0,0.0,,,0.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,10.0,1.0,,,,,22.0,8,2014,15.0,52.0,1.0,2.0,1,,,1.6731467,1.6667986,2.5849524,5000000.0,Five million,85000000.0,5000000.0,,,25000.0,,,,,6,0.0,35.0
587466,1512835,1,1,1,3,3,2,1,5,50,1,1,1,1,1.0,1,-7,-7,2,2,5003.0,22.0,7,2014,13.0,26.0,2,3,,100.0,100,0,0,0,2.0,,1998.0,5.0,2.0,1998.0,20.0,2.0,6.0,1.0,2.0,,2.0,,,1.0,27.0,-9.0,3.0,4.0,,1.0,50.0,2.0,,,2.0,,,-9.0,2.0,2.0,1.0,Fuel station,5050,80.0,2.0,50.0,,50.0,1.0,0.0,0.0,-9.0,1.0,0.0,0.0,-9.0,-9.0,2.0,,-9.0,,1.0,2.0,1.0,-4.0,3.0,2.0,3.0,3.0,10.0,porthacourt,3.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-9.0,,,-9.0,140.0,,1.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,,,,2.0,2.0,,,2.0,,,1.0,-9.0,-9.0,0.0,0.0,0.0,0.0,100.0,self,1.0,200000.0,-9.0,0.0,0.0,0.0,0.0,0.0,100.0,self,2.0,-9.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,2.0,,,2.0,2.0,0.0,2.0,,,-9.0,2.0,,-8.0,,-9.0,2.0,,,2.0,,,2.0,1.0,2.0,2.0,2.0,2.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0,-9.0,-9.0,,0.0,,,-9.0,-7.0,-9.0,2.0,,,-9.0,-9.0,2.0,1.0,1.0,2.0,-9.0,2.0,,2.0,,,,2.0,,,,2.0,,,,4.0,4.0,2.0,2.0,4.0,2.0,-9.0,,,,,,2.0,,3.0,3.0,2.0,,,2.0,15.0,3,2.0,2.0,-7.0,2.0,2.0,1.0,2.0,1.0,,,,-9.0,-9.0,-9.0,-9.0,3.0,2.0,,,,,22.0,7,2014,14.0,7.0,2.0,2.0,1,,,101.951195,103.82698,151.76515,10000000.0,Ten million,2000000.0,-9.0,-9.0,2000000.0,100000.0,-9.0,-9.0,,-9.0,9,0.0,68.0
587467,1512902,3,1,1,4,4,2,2,4,52,2,1,2,2,,-7,-7,-7,-7,9,1.0,20.0,1,2015,14.0,45.0,3,3,,,100,0,0,0,2.0,,2006.0,5.0,1.0,2006.0,5.0,2.0,4.0,1.0,2.0,,1.0,7.0,2.0,1.0,5.0,1.0,0.0,0.0,,2.0,,2.0,,,,,,2.0,2.0,0.0,0.0,sales of food,5220,100.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,3.0,2.0,3.0,3.0,4.0,Cross river,5.0,,2.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,30.0,70.0,,,60.0,1.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,,,,0.0,2.0,,,2.0,,,0.0,0.0,10.0,100.0,0.0,0.0,0.0,0.0,none,2.0,,,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,2.0,2.0,,,0.0,3.0,0.0,2.0,,,2.0,,0.0,0.0,,10.0,2.0,,,2.0,,,0.0,0.0,0.0,1.0,0.0,0.0,20.0,15.0,,,,,,,,5.0,5.0,-9.0,-9.0,,,75.0,2.0,,,5.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,1.0,1.0,5.0,4.0,17.0,5.0,,,,,2.0,,-7.0,-7.0,0.0,,,0.0,-7.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,,,6.0,1.0,,,,,20.0,1,2015,15.0,14.0,1.0,1.0,1,,,1.48842,1.4936162,2.0231507,450000000.0,four hundred and fifty million,2000000.0,150000.0,,,20000.0,,,,,2,0.0,104.0
587468,1512937,1,1,1,8,8,1,1,2,25,3,1,1,2,,-7,-7,-7,-7,8,12.0,23.0,7,2014,15.0,5.0,3,4,,,80,0,10,10,2.0,,2001.0,2.0,2.0,2003.0,14.0,2.0,7.0,3.0,2.0,,2.0,,,1.0,4.0,5.0,-9.0,50.0,,2.0,,2.0,,,2.0,,,2.0,2.0,3.0,3.0,Manufacturing and servicing of tyres,2511,80.0,2.0,-9.0,-9.0,-9.0,-7.0,-7.0,-7.0,-9.0,2.0,-7.0,,60.0,40.0,-9.0,,-9.0,,0.0,0.0,1.0,-4.0,4.0,1.0,3.0,3.0,2.0,lagos,4.0,2.0,-9.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,-9.0,,,-9.0,100.0,,1.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,,,,,,0.0,2.0,,,2.0,,,0.0,-9.0,-9.0,0.0,0.0,0.0,0.0,100.0,internal funds,-9.0,,,0.0,0.0,0.0,0.0,0.0,,Internal funds,1.0,,,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,-9.0,-9.0,,,0.0,3.0,0.0,1.0,3.0,2.0,2.0,2.0,,-8.0,,-9.0,-9.0,,,-9.0,,,1.0,1.0,1.0,1.0,0.0,0.0,6.0,3.0,-9.0,-9.0,-9.0,-9.0,3.0,0.0,-9.0,,0.0,,,8.0,-9.0,-9.0,-9.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,2.0,2.0,4.0,4.0,,,,,,,-9.0,,-7.0,-7.0,0.0,,,0.0,8.0,1,2.0,1.0,1.0,-7.0,2.0,2.0,2.0,0.0,,,,,,-9.0,-9.0,14.0,1.0,,,,,23.0,7,2014,15.0,43.0,1.0,2.0,3,1.0,30.0,15.950243,15.866341,27.585157,200000.0,two hundred thousand,100000.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,,-9.0,7,0.0,252.0
587469,1512963,1,1,1,7,7,1,1,2,22,1,2,2,1,3.0,2,-7,-7,2,64,229.0,17.0,9,2014,10.0,24.0,3,2,,-9.0,100,0,0,0,-9.0,,-9.0,-9.0,-9.0,-9.0,3.0,2.0,7.0,3.0,2.0,,2.0,,,1.0,30.0,5.0,5.0,,25.0,1.0,90.0,2.0,,,-7.0,,,1.0,1.0,4.0,2.0,sales and puplishing of news paper.,2212,100.0,2.0,100.0,0.0,0.0,,,,,,-7.0,,70.0,30.0,2.0,,1.0,,3.0,1.0,1.0,-9.0,3.0,2.0,4.0,2.0,-9.0,lagos/kano,5.0,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,85.0,,,85.0,75.0,,2.0,0.0,0.0,100.0,0.0,0.0,100.0,1.0,-6.0,-9.0,,,,2.0,1.0,,10.0,2.0,,,1.0,0.0,30.0,0.0,0.0,0.0,0.0,100.0,self,2.0,,,0.0,0.0,0.0,0.0,0.0,,self,1.0,,,-9.0,,,,,,,,,,,,,,,-9.0,-9.0,,,-9.0,-9.0,,,4.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,,0.0,,-8.0,2.0,,,2.0,,,2.0,2.0,1.0,3.0,2.0,1.0,25.0,50.0,20.0,5.0,8.0,12.0,7.0,0.0,3.0,,5.0,4.0,-9.0,-9.0,-9.0,85.0,1.0,50.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,1.0,1.0,1.0,2.0,,,,,,,1.0,1.0,3.0,2.0,1.0,,,2.0,1.0,2,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,,,,,,-9.0,-9.0,3.0,1.0,,,,,17.0,9,2014,12.0,7.0,2.0,2.0,1,,,1.4974624,1.5540696,2.1461926,-9.0,,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,,-9.0,6,0.0,213.0
587470,1512976,1,1,1,2,2,1,1,2,36,1,0,1,1,1.0,3,2,2,-7,7,1.0,1.0,10,2014,11.0,13.0,3,3,,,-9,-9,-9,-9,-9.0,,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,4.0,3.0,2.0,,2.0,,,2.0,,,,,,2.0,,2.0,,,2.0,,,2.0,2.0,1.0,1.0,"wood designs doors and beds ,chairs and interiors",3610,-9.0,-9.0,-9.0,-9.0,-9.0,-7.0,-7.0,-9.0,-9.0,-9.0,-7.0,,-9.0,-9.0,-9.0,,-9.0,,2.0,2.0,-9.0,,,-9.0,3.0,4.0,-9.0,Does not apply,2.0,-9.0,-9.0,2.0,2.0,,2.0,2.0,2.0,-9.0,2.0,2.0,2.0,-9.0,,,-9.0,-9.0,,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0,,,,,,1.0,2.0,,,2.0,,,1.0,-9.0,-9.0,0.0,0.0,0.0,0.0,100.0,self,-9.0,,,0.0,0.0,0.0,0.0,0.0,,self,-9.0,-9.0,,-9.0,,,,,,,,,,,,,,,-9.0,-9.0,,,-9.0,2.0,,,2.0,2.0,0.0,2.0,,,-9.0,2.0,,-9.0,,-9.0,-9.0,,,2.0,,,2.0,1.0,4.0,2.0,3.0,1.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,7.0,-9.0,-9.0,,-9.0,,,-9.0,-7.0,-9.0,-9.0,,,-9.0,-9.0,2.0,2.0,2.0,2.0,2.0,-9.0,,-9.0,,,,-9.0,,,,-9.0,,,,-7.0,-7.0,2.0,2.0,5.0,4.0,,,,,,,-9.0,,-7.0,-9.0,1.0,,,2.0,-9.0,3,2.0,2.0,2.0,-7.0,2.0,-7.0,-7.0,0.0,,,,,,-9.0,-9.0,1.0,2.0,,,,,1.0,10,2014,11.0,21.0,1.0,1.0,1,,,1.0,1.0,1.4167267,-9.0,,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,,-9.0,3,0.0,32.0
587471,1512994,1,1,1,1,1,2,2,2,25,1,2,2,2,,-7,-7,-7,-7,10,1.0,13.0,1,2015,18.0,44.0,3,3,,,100,0,0,0,2.0,,1994.0,10.0,1.0,1994.0,25.0,2.0,7.0,1.0,-9.0,,2.0,,,1.0,15.0,2.0,-9.0,3.0,,1.0,35.0,2.0,,,2.0,,,1.0,2.0,3.0,1.0,"Manufacturing of plastic bowl, plate, water storage etc.",2520,100.0,2.0,100.0,0.0,0.0,,,,,,1.0,1.0,85.0,15.0,1.0,5.0,6.0,,3.0,3.0,1.0,-9.0,3.0,2.0,4.0,3.0,20.0,Delta,5.0,2.0,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,70.0,,,70.0,72.0,,2.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,,,,1.0,1.0,10.0,,2.0,,,1.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,none,2.0,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,2.0,2.0,4.0,,1.0,2.0,,,2.0,1.0,10.0,1.0,1.0,2.0,2.0,2.0,,0.0,,100.0,2.0,,,2.0,,,2.0,2.0,1.0,3.0,3.0,1.0,28.0,30.0,18.0,10.0,18.0,0.0,6.0,0.0,6.0,,3.0,-9.0,-9.0,12.0,12.0,100.0,2.0,,,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,1.0,1.0,2.0,1.0,,,,,,,2.0,,1.0,2.0,1.0,,,0.0,7.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,-9.0,-9.0,11.0,1.0,,,,,,12,2014,0.0,0.0,13640486400.0,73133.02,1,,,7.177258,7.139504,10.8979435,5000000.0,five million,15000000.0,2000000.0,1800000.0,250000.0,180000.0,300000.0,1200000.0,,0.0,7,0.0,21.0
587472,1513006,1,1,1,7,7,1,1,2,15,3,3,3,2,,-7,-7,-7,-7,64,229.0,24.0,10,2014,15.0,21.0,3,5,,50.0,100,0,0,0,-9.0,,1988.0,-9.0,-9.0,-9.0,5.0,2.0,7.0,3.0,-9.0,,2.0,,,1.0,85.0,8.0,8.0,,15.0,1.0,85.0,2.0,,,-7.0,,,1.0,2.0,4.0,2.0,vegetation cooking oil.,1541,95.0,2.0,80.0,0.0,20.0,-7.0,-7.0,-9.0,-9.0,2.0,10.0,0.0,80.0,20.0,1.0,2.0,2.0,,3.0,4.0,2.0,-4.0,3.0,2.0,5.0,4.0,-9.0,Does not apply,5.0,2.0,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,100.0,,,100.0,150.0,,2.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,,,,3.0,1.0,5.0,,2.0,,,2.0,0.0,30.0,60.0,40.0,0.0,0.0,0.0,None,2.0,,,0.0,0.0,0.0,0.0,0.0,,Friends and associates,1.0,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,-9.0,1.0,-9.0,,,4.0,2.0,1.0,1.0,1.0,-9.0,,-9.0,,-8.0,,-8.0,-9.0,,,-9.0,,,2.0,2.0,1.0,3.0,3.0,1.0,120.0,350.0,100.0,20.0,40.0,60.0,4.0,0.0,10.0,,15.0,5.0,-9.0,-9.0,-7.0,70.0,2.0,,,120.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,1.0,1.0,1.0,2.0,,-9.0,,,,,1.0,3.0,3.0,2.0,2.0,,,3.0,1.0,2,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,2.0,,,,,,30000000.0,30000000.0,5.0,1.0,,,,,24.0,10,2014,16.0,58.0,2.0,2.0,1,,,2.0971985,2.176477,3.2174082,35000000.0,Thirty five million,100000000.0,8000000.0,10000000.0,2000000.0,1000000.0,500000.0,0.0,,1000000.0,13,0.0,219.0
587473,1513020,1,1,1,8,8,2,1,2,24,3,1,1,2,,-7,-7,-7,-7,11,12.0,5.0,9,2014,11.0,34.0,2,3,,,100,0,0,0,2.0,,2010.0,10.0,1.0,2010.0,5.0,2.0,7.0,1.0,2.0,,1.0,15.0,2.0,1.0,100.0,2.0,15.0,70.0,,1.0,70.0,2.0,,,2.0,,,1.0,1.0,3.0,1.0,manufacturing of chemicals,2411,100.0,2.0,100.0,0.0,0.0,,,,,,0.0,-7.0,100.0,0.0,,,5.0,,2.0,2.0,2.0,-4.0,3.0,2.0,3.0,3.0,5.0,lagos ibadan,5.0,2.0,-9.0,3.0,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,100.0,,,100.0,125.0,,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,30.0,2.0,,,,1.0,1.0,2.0,,2.0,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,2.0,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,2.0,2.0,,,0.0,4.0,30.0,1.0,1.0,2.0,2.0,2.0,,0.0,,3.0,2.0,,,1.0,30.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,6.0,10.0,6.0,0.0,6.0,0.0,4.0,0.0,0.0,,0.0,,,12.0,-7.0,5.0,2.0,,,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,2.0,,3.0,-7.0,3.0,,,1.0,-7.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,0.0,0.0,5.0,1.0,,,,,,12,2014,0.0,0.0,13629254400.0,49263.878,1,,,60.88437,60.653362,105.43816,180000.0,one hundred and eighty thousand,450000.0,80000.0,35000.0,65000.0,25000.0,0.0,150000.0,,5000.0,7,0.0,236.0
587474,1513044,1,1,1,4,4,1,1,2,18,1,1,1,1,-7.0,-7,-7,-7,-7,3,7.0,31.0,7,2014,11.0,28.0,3,3,,,100,0,0,0,1.0,100.0,2004.0,5.0,1.0,2004.0,2.0,1.0,4.0,1.0,2.0,,2.0,,,1.0,10.0,12.0,30.0,3.0,,1.0,100.0,2.0,,,-7.0,,,2.0,2.0,4.0,0.0,MANUFACTURING OF GARMENTS,1810,100.0,2.0,100.0,0.0,0.0,,,,,,-7.0,,100.0,0.0,,,7.0,,0.0,0.0,1.0,-4.0,3.0,2.0,4.0,3.0,2.0,Calabar,5.0,2.0,2.0,0.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,100.0,,,100.0,40.0,,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,,,,4.0,2.0,,,2.0,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,None,2.0,,,0.0,0.0,0.0,0.0,0.0,,Cooperative,2.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,2.0,,,1.0,2.0,0.0,1.0,3.0,1.0,,2.0,,30.0,,10.0,2.0,,,1.0,7.0,1.0,4.0,4.0,2.0,0.0,4.0,2.0,15.0,3.0,10.0,5.0,10.0,0.0,3.0,4.0,0.0,0.0,0.0,,,12.0,12.0,100.0,2.0,,,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,4.0,1.0,2.0,5.0,2.0,,,,,,,2.0,,2.0,-7.0,0.0,,,0.0,14.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,700000.0,-9.0,2.0,2.0,,,,,31.0,7,2014,11.0,57.0,1.0,4.0,1,,,1.5933163,1.5872709,2.2864988,200000.0,two hundred thousand,-9.0,60000.0,20000.0,30000.0,42000.0,15000.0,60000.0,,2000.0,4,0.0,91.0
587475,1513045,2,1,1,7,7,1,1,2,51,3,2,2,2,,-7,-7,-7,-7,85,1.0,14.0,8,2014,9.0,33.0,3,5,,100.0,100,0,0,0,2.0,,2007.0,15.0,1.0,2007.0,15.0,2.0,7.0,1.0,2.0,,2.0,,,1.0,25.0,12.0,0.0,35.0,,1.0,90.0,2.0,,,,,,1.0,1.0,4.0,1.0,dealer of Lubricants,5190,100.0,,100.0,0.0,0.0,,,,,,0.0,10.0,,,,,,90.0,1.0,3.0,,,4.0,1.0,3.0,3.0,10.0,Lagos,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,100.0,100.0,,,112.0,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,-9.0,1.0,-9.0,,,2.0,1.0,20.0,,2.0,,,1.0,40.0,35.0,100.0,0.0,0.0,0.0,0.0,None,1.0,15000000.0,2000000.0,100.0,0.0,0.0,0.0,0.0,0.0,None,1.0,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,1.0,2.0,,,1.0,2.0,20.0,1.0,2.0,1.0,,1.0,-9.0,-8.0,,10.0,2.0,,,2.0,,,1.0,2.0,2.0,4.0,3.0,2.0,24.0,25.0,,,,,,,,0.0,15.0,1.0,-9.0,,,100.0,1.0,,,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,,,,2.0,,,,1.0,4.0,,3.0,1.0,4.0,1.0,1.0,1.0,1.0,100.0,,,,,40.0,1.0,1.0,3.0,2.0,1.0,,,2.0,8.0,3,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,,,,,,,,7.0,1.0,,,,,14.0,8,2014,11.0,35.0,1.0,2.0,1,,,1.7552607,1.8324561,2.7383592,120000000.0,One hundred and twenty million,75000000.0,15000000.0,,,-9.0,,,52000000.0,,8,0.0,215.0
