idstd,id,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4b,a5,a6a,a6b,a7,a7a,a8,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,ngb1,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6a,b6b,b7,b7a,ngb7,ngb8,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22a,c22b,c30a,c30b,d1a1x,d1a2,d1a3,ngd1a4,d3a,d3b,d3c,d4,d6,d7,d8,ngd9,d10,d11,d12a,d12b,d13,d14,d16,d17,d30a,d30b,e1,e2b,nge2,nge4,nge5,nge6,nge7,nge8,nge9,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,ngf1,ngf1a,ngf1b,f2,ngf2,ngf3,g6a,g6b,g6c,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc,k3e,k3f,k3hd,k3hdx,k4,n5a,n5b,k5a,k5i,k5bc,k5e,k5f,k5hdj,k5hdJx,k6,k7,ngk_7a,k8,k9,k9a,k9ax,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a,k21,ngk_21a,ngK_21b,ngk_21bx,k30,h7a,j2,j3,j4,j5,ngj5,j6a,j6,j7a,j7b,ngj8,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a,l4b,ngl_4a,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,ngl13,ngl14,ngl15a,ngl15b,ngl15c,ngl15d,ngl15e,ngl16,ngl17,ngl18,ngl19,ngl19x,ngl20,ngl21,ngl22,ngl22x,ngl23,ngl24,ngl25,ngl25b,ngl26,ngl27,ngl28,ngl29a,ngl29b,ngl30,ngl31,ngl32,ngl33,ngl33x,ngl34,ngl34x,ngl35,ngl36a,ngl36,ngl37,ngl38,l30a,nl30a,nl30b,l30b,m1a,m1d,ngn8a,ngn8b,ngn8c,ngn8d,ngn8e,ngn8f,ngn8g,ngm2,nn2g,nn2h,nn2,n6a,n6b,n7a,n7b,a15a2a,a15a3,a15a2b,a15b3,a15a2c,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,wstrict,wmedian,wweak,d2,d2x,n3,n2a,n2e,n2f,n2b,n2ra,n2rb,n2i,n2j,a4a,panel,strata
589162,151003335,1,1,1,3,3,1,1,2,15,3,1,2,1,-7.0,-7,-7,-7,-7,7,5003.0,9.0,4,2014,14.0,57.0,3,3,,,100,0,0,0,2.0,,1994.0,20.0,1.0,1994.0,20.0,2.0,7.0,1.0,2.0,,2.0,,,1.0,120.0,3.0,3.0,30.0,,1.0,70.0,2.0,,,2.0,,,1.0,2.0,3.0,1.0,Preservation and selling of frozen products,1549,100.0,-9.0,40.0,0.0,60.0,-7.0,-7.0,-7.0,-9.0,2.0,0.0,5.0,100.0,0.0,,,-9.0,,3.0,0.0,2.0,7.0,4.0,1.0,5.0,3.0,20.0,Lagos,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.0,,,-9.0,66.0,,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,60.0,2.0,,,,0.0,1.0,25.0,,2.0,,,0.0,40.0,20.0,0.0,0.0,0.0,0.0,100.0,internal funds,1.0,500000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,100.0,Internal funds,1.0,,,2.0,,,,,,,,,,,,,,,1.0,2.0,4.0,,1.0,2.0,,,3.0,-7.0,0.0,1.0,-9.0,,2.0,,0.0,-8.0,,-8.0,2.0,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,40.0,45.0,30.0,10.0,-9.0,-9.0,4.0,20.0,10.0,-9.0,5.0,0.0,1.0,12.0,12.0,98.0,1.0,98.0,80.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,1.0,1.0,2.0,1.0,,,,,,,1.0,-7.0,-7.0,-7.0,1.0,,,2.0,8.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-7.0,,,,,,-9.0,-9.0,20.0,1.0,8.0,2.0,,,9.0,4,2014,15.0,59.0,1.0,1.0,2,1.0,2.0,2.0070343,2.0063796,1.989496,66000000.0,Sixty six million,195000000.0,-9.0,-9.0,840000.0,48000.0,-9.0,-9.0,,-9.0,16,1.0,74.0
589163,151003336,3,1,1,3,3,1,2,3,52,3,2,2,2,,-7,-7,-7,-7,7,5003.0,14.0,4,2014,12.0,12.0,3,3,,100.0,100,0,0,0,2.0,,1994.0,20.0,1.0,1994.0,20.0,2.0,7.0,1.0,2.0,,2.0,,,1.0,30.0,2.0,3.0,30.0,,1.0,-9.0,2.0,,,,,,2.0,2.0,3.0,1.0,Preservation and selling of frozen livestocks.,5220,100.0,,40.0,0.0,60.0,,,,-9.0,2.0,-7.0,,,,,,,,1.0,2.0,,,3.0,2.0,5.0,4.0,20.0,Lagos,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,-9.0,-9.0,,,72.0,1.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,,,,1.0,1.0,25.0,,2.0,,,1.0,-9.0,-9.0,0.0,0.0,0.0,0.0,100.0,From friends and relatives,-7.0,,,0.0,0.0,0.0,0.0,0.0,100.0,RELATIVES,1.0,-9.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,2.0,,,3.0,3.0,0.0,1.0,-9.0,,2.0,,0.0,-8.0,,-9.0,2.0,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,30.0,-9.0,,,,,,,,12.0,0.0,,,,,100.0,2.0,,,30.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,4.0,4.0,1.0,1.0,1.0,1.0,-9.0,,,,,,1.0,3.0,3.0,2.0,1.0,,,3.0,8.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,20.0,1.0,,,,,14.0,4,2014,13.0,14.0,2.0,3.0,1,,,1.0519984,1.0502913,1.0587556,-9.0,,-9.0,-9.0,,,-9.0,,,,,16,1.0,84.0
589164,151003337,3,1,1,3,3,1,2,3,55,1,0,0,2,,-7,-7,-7,-7,5,5003.0,,12,2015,,,2,3,,,100,0,0,0,1.0,100.0,2006.0,1.0,2.0,-9.0,15.0,1.0,4.0,1.0,2.0,,2.0,,,1.0,-9.0,,,15.0,,1.0,80.0,2.0,,,,,,2.0,2.0,4.0,1.0,bar and restaurant.,5520,100.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,1.0,2.0,,,3.0,2.0,3.0,2.0,7.0,anambra state,5.0,,1.0,3.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,-9.0,-9.0,,,84.0,1.0,40.0,0.0,60.0,40.0,0.0,60.0,2.0,,,,,,2.0,1.0,6.0,,2.0,,,1.0,20.0,10.0,70.0,0.0,0.0,20.0,10.0,no other,2.0,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,2.0,,,3.0,2.0,0.0,1.0,3.0,2.0,2.0,,-9.0,-9.0,,-9.0,2.0,,,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,2.0,0.0,,,,,80.0,2.0,,,1.0,-9.0,2.0,1.0,1.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,1.0,1.0,,7.0,4.0,3.0,2.0,2.0,5.0,2.0,-9.0,,,,,,2.0,,1.0,-7.0,1.0,,,2.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,,,,,,,9.0,2.0,,,,,,12,2014,,,2.0,3.0,1,,,1.0519984,1.0502913,1.0587556,15000000.0,fifteen million,-9.0,80000.0,,,15000.0,,,,,16,1.0,84.0
589165,151003338,2,1,1,3,3,1,2,3,55,1,0,0,1,-7.0,-7,-7,-7,-7,2,5003.0,,12,2015,,,3,3,,100.0,100,0,0,0,1.0,100.0,1990.0,6.0,2.0,2003.0,17.0,1.0,1.0,1.0,2.0,,2.0,,,1.0,120.0,4.0,4.0,20.0,,1.0,50.0,2.0,,,,,,2.0,2.0,3.0,1.0,selling of food(restaurant) and drinks.,5520,75.0,,,,,,,,-9.0,,0.0,0.0,88.0,12.0,,,,1.0,2.0,1.0,,,3.0,1.0,3.0,2.0,8.0,anambra state.,5.0,,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,70.0,70.0,,,105.0,1.0,50.0,0.0,50.0,50.0,0.0,50.0,2.0,,,-9.0,,,2.0,1.0,2.0,,2.0,,,1.0,20.0,-9.0,50.0,50.0,0.0,0.0,0.0,None,2.0,,,,,,,,,None,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,2.0,2.0,,,3.0,2.0,0.0,1.0,2.0,2.0,2.0,,-9.0,-8.0,,10.0,2.0,,,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,,,,,,,,1.0,0.0,,,,,50.0,2.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,2.0,2.0,5.0,4.0,10.0,-9.0,,,,-9.0,2.0,,-7.0,-7.0,1.0,,,2.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,-9.0,,,,13.0,2.0,,,,,,12,2014,,,2.0,3.0,1,,,1.0519984,1.0502913,1.0587556,300000.0,Three hundred thousand,150000.0,105000.0,,,15000.0,,,100000.0,,16,1.0,84.0
589166,151003341,1,1,1,3,3,1,1,3,55,1,2,1,1,-7.0,-7,-7,-7,-7,4,5003.0,8.0,4,2014,15.0,42.0,3,3,,100.0,100,0,0,0,2.0,,1989.0,3.0,2.0,1997.0,10.0,1.0,7.0,1.0,2.0,,1.0,1.0,2.0,1.0,558.0,18.0,18.0,50.0,,1.0,20.0,2.0,,,2.0,,,2.0,2.0,4.0,2.0,food and restruant,5520,90.0,2.0,100.0,0.0,0.0,,,,,,0.0,0.0,100.0,0.0,,,3.0,,1.0,1.0,1.0,18.0,3.0,2.0,3.0,3.0,3.0,awka,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,80.0,,,30.0,7.0,,1.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,,,,1.0,2.0,,,2.0,,,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,None,1.0,2000000.0,250000.0,0.0,80.0,20.0,0.0,0.0,0.0,None,1.0,-9.0,,2.0,,,,,,,,,,,,,,,2.0,2.0,3.0,,2.0,2.0,,,2.0,2.0,0.0,2.0,,,2.0,,30.0,-8.0,,20.0,2.0,,,2.0,,,0.0,1.0,1.0,0.0,1.0,3.0,14.0,33.0,7.0,7.0,0.0,0.0,4.0,6.0,0.0,0.0,28.0,0.0,1.0,98.0,6.0,98.0,2.0,,,20.0,28.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,,31.0,2.0,,,,1.0,4.0,,25.0,1.0,1.0,1.0,1.0,1.0,2.0,30.0,5.0,,,,-9.0,2.0,,3.0,2.0,1.0,,,1.0,8.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,-9.0,-9.0,150000.0,10000000.0,8.0,1.0,6.0,2.0,,,8.0,4,2014,16.0,59.0,1.0,3.0,1,,,2.0070343,2.0063796,1.989496,5000000.0,five million,6000000.0,3150000.0,1000000.0,100000.0,23000.0,150000.0,750000.0,,200000.0,16,1.0,74.0
589167,151003342,3,1,1,3,3,1,1,3,55,1,2,2,1,-7.0,-7,-7,-7,-7,6,5003.0,9.0,4,2014,12.0,7.0,3,3,,100.0,70,20,0,10,1.0,100.0,1996.0,7.0,2.0,1997.0,14.0,2.0,7.0,1.0,2.0,,1.0,1.0,2.0,1.0,-9.0,,,5.0,,1.0,50.0,2.0,,,,,,1.0,2.0,4.0,1.0,food and caterying service,5520,70.0,,80.0,0.0,20.0,,,,-9.0,,0.0,5.0,,,,,,,2.0,0.0,,,3.0,1.0,3.0,3.0,10.0,awka,1.0,,2.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,70.0,20.0,,,158.0,1.0,90.0,0.0,10.0,90.0,0.0,10.0,1.0,21.0,2.0,,,,0.0,2.0,,,2.0,,,1.0,60.0,0.0,0.0,80.0,20.0,0.0,0.0,None,1.0,800000.0,7000000.0,0.0,70.0,20.0,0.0,0.0,10.0,my brother,1.0,-9.0,2.0,1.0,1.0,14.0,keystone bank,2013.0,30.0,1.0,1.0,2.0,2.0,1.0,2.0,-9.0,-9.0,,1.0,1.0,,-9.0,2.0,2.0,,,1.0,2.0,40.0,2.0,,,2.0,,0.0,0.0,,20.0,2.0,,,2.0,,,3.0,1.0,2.0,1.0,1.0,1.0,20.0,25.0,,,,,,,,6.0,0.0,,,,,99.0,1.0,,,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,2.0,2.0,1.0,1.0,2.0,1.0,30.0,5.0,,,,,2.0,,3.0,2.0,1.0,,,0.0,8.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,6990000.0,,,10.0,1.0,,,,,9.0,4,2014,12.0,53.0,2.0,2.0,1,,,2.0070343,2.0063796,1.989496,7000000.0,seven million,-9.0,3.0,,,2500000.0,,,,,16,1.0,74.0
589168,151003501,3,1,1,4,4,2,2,3,60,3,1,1,1,2.0,-7,1,1,1,3,7.0,14.0,4,2014,11.0,49.0,3,5,,60.0,60,0,0,40,2.0,,2002.0,10.0,1.0,2002.0,12.0,2.0,7.0,1.0,2.0,,1.0,7.0,1.0,1.0,2.0,3.0,3.0,0.0,,1.0,100.0,1.0,7.0,1.0,,,,1.0,1.0,1.0,1.0,transportation,6022,100.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,2.0,2.0,-9.0,-9.0,-9.0,Does not apply,5.0,,2.0,-7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,100.0,100.0,,,84.0,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,,,,1.0,1.0,10.0,,2.0,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,None,2.0,,,0.0,0.0,0.0,0.0,0.0,,Savings,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,-9.0,,,1.0,1.0,5.0,1.0,2.0,1.0,,2.0,,30.0,,5.0,2.0,,,2.0,,,3.0,2.0,1.0,1.0,1.0,1.0,7.0,10.0,,,,,,,,2.0,0.0,,,,,100.0,2.0,,,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,1.0,1.0,5.0,2.0,100.0,,,,,100.0,2.0,,-7.0,-7.0,0.0,,,0.0,14.0,1,2.0,2.0,-7.0,-7.0,2.0,2.0,2.0,3.0,,,,,,,,10.0,1.0,,,,,14.0,4,2014,13.0,0.0,1.0,4.0,1,,,2.5431383,2.5423086,3.1702418,1850750.0,One million eight hundred fifty thousand seven hundred and fifty,1100000.0,120000.0,,,42000.0,,,,,16,1.0,102.0
589169,151003505,2,1,1,4,4,2,2,3,52,3,0,1,1,-7.0,-7,-7,-7,-7,3,7.0,15.0,4,2014,14.0,15.0,3,3,,100.0,100,0,0,0,2.0,,1995.0,6.0,1.0,1995.0,10.0,2.0,7.0,3.0,2.0,,2.0,,,1.0,10.0,3.0,3.0,10.0,,1.0,100.0,2.0,,,,,,2.0,2.0,1.0,1.0,provisions selling,5220,100.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,14.0,1.0,1.0,,,3.0,2.0,5.0,5.0,10.0,Abia,5.0,,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,100.0,100.0,,,105.0,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,12.0,3.0,,1.0,2.0,,,2.0,,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,None,1.0,150000.0,100000.0,60.0,0.0,0.0,0.0,20.0,20.0,Friends and associates,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,2.0,,,0.0,4.0,5.0,1.0,2.0,2.0,2.0,,0.0,-8.0,,10.0,2.0,,,2.0,,,3.0,2.0,0.0,0.0,2.0,1.0,9.0,6.0,,,,,,,,1.0,0.0,,,,,100.0,2.0,,,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,-7.0,-7.0,1.0,1.0,5.0,4.0,100.0,,,,,10.0,1.0,-7.0,-7.0,-7.0,0.0,,,0.0,14.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,10.0,1.0,,,,,15.0,4,2014,15.0,22.0,1.0,4.0,1,,,2.5431383,2.5423086,3.1702418,120000.0,one hundred and twenty thousand.,2500000.0,480000.0,,,36000.0,,,500000.0,,16,1.0,102.0
589170,151003507,3,1,1,4,4,2,2,3,55,1,1,1,2,,-7,-7,-7,-7,5,7.0,11.0,4,2014,10.0,22.0,3,3,,100.0,100,0,0,0,1.0,100.0,2003.0,15.0,1.0,2003.0,2.0,2.0,6.0,3.0,2.0,,1.0,2.0,2.0,1.0,3.0,12.0,5.0,70.0,,1.0,70.0,2.0,,,,,,1.0,2.0,3.0,0.0,Accomodations,5510,80.0,,100.0,0.0,0.0,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,2.0,2.0,3.0,3.0,1.0,Cross river,5.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,100.0,100.0,,,168.0,2.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,,,,0.0,1.0,10.0,,1.0,10.0,,2.0,10.0,40.0,20.0,50.0,0.0,20.0,10.0,Contrbution,1.0,2000000.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,None,1.0,-9.0,2.0,1.0,1.0,2.0,,2008.0,3500000.0,1.0,1.0,2.0,2.0,2.0,2.0,22000000.0,1.0,,2.0,2.0,1.0,,1.0,2.0,,,3.0,3.0,15.0,1.0,12.0,2.0,1.0,,5.0,-8.0,,10.0,2.0,,,2.0,,,3.0,3.0,2.0,1.0,2.0,1.0,12.0,12.0,,,,,,,,4.0,0.0,,,,,100.0,1.0,,,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,,14.0,2.0,,,,2.0,,,,1.0,-7.0,2.0,1.0,2.0,2.0,-9.0,,,,,,1.0,3.0,1.0,2.0,1.0,,,2.0,8.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,-9.0,,,3.0,1.0,1.0,2.0,,,11.0,4,2014,11.0,58.0,1.0,2.0,2,2.0,15.0,2.5431383,2.5423086,3.1702418,300000.0,three hundred thousand,-9.0,1500000.0,,,500000.0,,,,,16,1.0,102.0
589171,151003510,2,1,1,4,4,2,2,3,36,3,1,1,1,-7.0,-7,-7,-7,-7,6,7.0,1.0,7,2014,14.0,58.0,2,3,,,100,0,0,0,2.0,,2002.0,4.0,2.0,2006.0,10.0,2.0,5.0,1.0,2.0,,2.0,,,1.0,8.0,7.0,-9.0,10.0,,1.0,70.0,2.0,,,,,,2.0,2.0,2.0,0.0,furniture,3610,100.0,,0.0,0.0,100.0,,,,-9.0,2.0,-7.0,,,,,,,-9.0,0.0,-9.0,,,3.0,2.0,3.0,3.0,7.0,cross river,3.0,,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,30.0,20.0,,,40.0,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,6.0,3.0,,0.0,2.0,,,2.0,,,0.0,70.0,20.0,20.0,40.0,10.0,20.0,10.0,savings,-7.0,,,0.0,0.0,0.0,0.0,0.0,100.0,None,1.0,,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,2.0,,,0.0,1.0,70.0,1.0,4.0,2.0,2.0,,-9.0,-8.0,,-9.0,2.0,,,2.0,,,1.0,1.0,0.0,1.0,1.0,0.0,8.0,2.0,,,,,,,,0.0,1.0,1.0,-9.0,,,30.0,2.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,1.0,1.0,,2.0,2.0,,,,-7.0,-7.0,2.0,2.0,1.0,4.0,10.0,-9.0,,,,10.0,2.0,,1.0,-7.0,0.0,,,0.0,14.0,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,,,,5.0,1.0,,,,,1.0,7,2014,18.0,53.0,1.0,1.0,1,,,2.5431383,2.5423086,3.1702418,7000000.0,seven million,-9.0,1050000.0,,,-9.0,,,-9.0,,16,1.0,102.0
589172,151003511,2,1,1,4,4,2,2,3,55,1,2,2,1,6.0,2,-7,-7,1,1,7.0,11.0,4,2014,10.0,57.0,2,4,,30.0,100,0,0,0,1.0,5.0,2010.0,42.0,1.0,2010.0,6.0,1.0,7.0,2.0,2.0,,2.0,,,1.0,100.0,7.0,59.0,15.0,,1.0,80.0,2.0,,,,,,1.0,2.0,3.0,0.0,food,5520,85.0,,100.0,0.0,0.0,,,,-9.0,,0.0,10.0,,,,,,3.0,0.0,0.0,,,3.0,2.0,5.0,2.0,12.0,lagos cross river,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,50.0,40.0,,,112.0,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,,,89.0,3.0,,0.0,1.0,6.0,,2.0,,,0.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,None,1.0,15.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,None,1.0,-9.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,1.0,2.0,,,3.0,1.0,0.0,1.0,4.0,2.0,2.0,,0.0,-8.0,,2.0,2.0,,,2.0,,,1.0,1.0,0.0,0.0,0.0,0.0,32.0,38.0,,,,,,,,25.0,10.0,4.0,-9.0,,,100.0,1.0,,,7.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,,1.0,1.0,3.0,,1.0,1.0,3.0,,1.0,-7.0,4.0,1.0,1.0,3.0,2.0,20.0,5.0,,,,-9.0,1.0,2.0,3.0,2.0,0.0,,,0.0,14.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,-9.0,,,2.0,1.0,,,,,11.0,4,2014,11.0,59.0,1.0,1.0,1,,,1.3532339,1.3510381,1.7127255,1850750.0,one million eight hundred and fifty thousand seven hundred and fifty,150.0,130000.0,,,14000000.0,,,0.0,,16,1.0,114.0
589173,151003513,3,1,1,4,4,2,2,3,60,3,2,2,2,,-7,-7,-7,-7,5,7.0,16.0,4,2014,12.0,31.0,3,6,Owned by Calabar south local government,15.0,0,0,15,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation,6022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,16.0,4,2014,13.0,2.0,1.0,1.0,1,,,1.3532339,1.3510381,1.7127255,2680350.0,"two million, six hundred and eighty thousand three hundred and fifty",-7.0,,,,,,,,,16,1.0,114.0
589174,151003516,3,1,1,4,4,2,2,3,60,3,2,3,2,,-7,-7,-7,-7,5,7.0,9.0,4,2014,9.0,31.0,3,6,Owned by akwa ibom state,100.0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation,6022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,15.0,4,2014,13.0,27.0,1.0,1.0,1,13.0,27.0,1.3532339,1.3510381,1.7127255,3000000.0,Three million,-7.0,,,,,,,,,16,1.0,114.0
589175,151003521,3,1,1,4,4,2,1,3,55,1,1,1,2,,1,-7,-7,2,6,7.0,14.0,4,2014,13.0,37.0,2,3,,100.0,100,0,0,0,1.0,100.0,1967.0,5.0,1.0,1967.0,6.0,1.0,4.0,2.0,2.0,,2.0,,,1.0,5.0,15.0,8.0,25.0,,1.0,70.0,1.0,1.0,1.0,,,,1.0,2.0,1.0,1.0,Hotel and restaurant,5510,45.0,,-9.0,-9.0,-9.0,,,,-9.0,2.0,-7.0,,,,,,,,0.0,1.0,,,4.0,2.0,1.0,1.0,-9.0,Does not apply,4.0,,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,85.0,68.0,,,24.0,1.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,,,,,,0.0,1.0,20.0,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,None,2.0,,,0.0,0.0,0.0,0.0,0.0,,Savings,1.0,-9.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,1.0,,2.0,2.0,,,0.0,3.0,85.0,1.0,-9.0,,-9.0,,0.0,-8.0,,-8.0,2.0,,,2.0,,,0.0,1.0,0.0,0.0,1.0,0.0,12.0,3.0,,,,,,,,1.0,0.0,,,,,-9.0,2.0,,,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,,,,2.0,,,,1.0,1.0,1.0,1.0,5.0,4.0,50.0,-9.0,,,,-9.0,2.0,,2.0,1.0,0.0,,,0.0,-7.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,,-9.0,,,6.0,2.0,,,,,14.0,4,2014,14.0,48.0,1.0,1.0,1,,,2.5431383,2.5423086,3.1702418,3000000.0,three million,500000.0,245000.0,,,140000.0,,,,,16,1.0,102.0
