idstd,id,a4a,a6a,a2,a4b,a0,a3a,a6b,a14d,a14m,a14y,a14h,a14min,a1,a12,a1a,a1c,a7,a7a,a7b,a11,a7c,a7dx_num,a9,a20y,a20m,a20d,b1,b1x,b3,b3a,b2a,b2b,b2c,b2d,SAb1a,SAb1b,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22b,c30a,d1a1a,d1a1x,d1a3,d2,d2x,n3,d3a,d3b,d3c,d4,d5a,d8,SAd1a,SAd1b,SAd1c,SAd1d,d10,d11,d12a,d12b,d13,d14,d15a,d30a,d30b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,SAe1,SAe2,SAe3,SAe4,SAe5,SAe6a,SAe6b,SAe6c,SAe6d,e6,e11,SAe7,SAe8,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,f2,g6a,g1a,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,SAi1a,SAi1b,SAi1c,SAi1d,i30,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a1,k21,k30,h7a,j2,j3,j4,j5,j6a,j6,j7a,j7b,SAj4,SAj5a,SAj5b,SAj5c,SAj6,SAj7,SAj8,SAj9,SAj10,SAj11,j10,j11,j12,j13,j14,j15,SAj12,SAj13,SAj14a,SAj14b,SAj15,j30a,j30b,j30c,j30e,j30f,h30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9b,l9b1,SAl1a1,SAl1b1,SAl1a2,SAl1b2,SAl1a3,SAl1b3,SAl1a4,SAl1b4,SAl1a5,SAl1b5,SAl1a6,SAl1b6,SAl2a,SAl2b,SAl2c,SAl2d,SAl2e,SAl2f,SAl3,SAl4a1,SAl4a2,SAl4a3,SAl4a4,SAl4a5,l10,l11a,l11a1,l11b,l11b1,SAl6,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,COVb1a,COVb1b,COVb2a,COVb2b,COVb2c,COVc2b,COVc2c,COVc4a,COVd3a,COVd3b,COVd6,COVd8,COVe1a,COVe2,COVf1,COVf2a,COVf2b,COVf2c,COVf2d,COVf2e,COVf2i,COVf2fx,SAf3,SAf3x,COVg2,n2a,n2e,n2b,n2i,n2p,n2e1,n7a,SAj3,a15d,a15m,a15y,a15h,a15min,a15a1a,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2,a15a2_check,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
713950,1003291,Retail,Large,Eastern Cape,Retail,Retail services,Eastern Cape,Large,23,7,2020,15,39,ZAF,Int_C014,English,Firm,No,,,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,No,100,0,0,0,No,No,No,,2012,50,2012,8,No,No,,No,,,Yes,20.0,2.0,0.0,5.0,,No,,No,,,,,,Yes,Minor obstacle,Retail trade of ,RETAIL TRADE OF AUTOMOTIVE  FUEL,100,250000000.0,two hundred and fifty million ,220000000.0,100,0,0,,,,,,,,No internal shipments made (does not apply),,100,0,,,,Minor obstacle,Minor obstacle,We fixed it and took action to make sure it did not happen again,Yes,10 or more indicators,Yes,Combination of short-term and long-term targets,Achieved with normal amount of effort,Most managers and some production workers,Yes,The establishmentâs performance ,"Based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",Rarely or never,,,1,1 to 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,,,0,0,No,,,400.0,Square Meters,,No obstacle,Yes,10.0,,Yes,10.0,,No,No,No,No,Very severe obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,Minor obstacle,Tend to disagree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,No,,,,No,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,5,4,3,2,6,1,140,120,,,,,,,,50.0,No full-time seasonal or temporary workers,,,50.0,,16,Does not apply,0,Does not apply,0,Does not apply,0,Does not apply,0,Does not apply,124,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,Minor obstacle,Minor obstacle,Corruption,14,4,3,13,6,12,11,5,7,8,10,15,2,9,1,Yes,6.0,Decrease,,50.0,Decrease,Decrease,Yes,Remain the same,Decrease,3.0,30.0,Decrease,Loans from commercial banks,Yes,No,No,Yes,No,Yes,No,,Access to new credit,,4.0,13500000.0,,1400000.0,200000000.0,,,,5,23.0,7.0,2020.0,15.0,57.0,Owner,,,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1.0,No,No,50.000 to 250.000,5050,8.0,1,3,7,0,67.833336,67.833336,67.833336,27
713951,1003326,Motor Vehicles,Large,KwaZulu-Natal,Paper,Manufacturing,KwaZulu-Natal,Medium,21,12,2020,8,10,ZAF,INT_C010,English,Firm,No,,,,,,,2020,6,30,Shareholding company with non-traded shares or shares traded privately,,100,Yes,100,0,0,0,No,No,No,,1995,5,1995,15,Yes,No,,No,,,Yes,3.0,2.0,0.0,None,,Yes,50.0,No,,,No,,,Yes,No obstacle,Manufacturing of ,manufacturing of cardboard boxes,100,5000000.0,five million ,5200000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,Local â main product sold mostly in same municipality where establishment is located,5.0,5,More than 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,No,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,100.0,160.0,100,100,No,,,,,,No obstacle,Yes,1.0,,No,,,No,No,No,No,No obstacle,50,50,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,No,,No,,,No,,,Yes,1.0,Skills Development,Ownership ,No,Minor obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,6,4,5,2,1,3,20,10,20.0,0.0,20.0,0.0,0.0,0.0,0.0,,No full-time seasonal or temporary workers,,,80.0,,5,5,5,5,0,Does not apply,0,Does not apply,0,Does not apply,0,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,15,8,12,11,7,3,6,4,5,14,2,13,10,9,1,Yes,5.0,Increase,20.0,,Increase,Increase,Yes,Remain the same,Remain the same,,,Increase,,Yes,No,No,No,No,Yes,Yes,uif ters funding,Wage subsidies,,54.0,2000000.0,2000000.0,200000.0,,4200000.0,5000000.0,10000000.0,1,21.0,12.0,2020.0,8.0,15.0,Other Management,,,Female,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1.0,No,No,Less than 50.000,2102,15.0,3,3,4,0,5.4,5.4,5.4,98
713952,1003420,Food,Large,KwaZulu-Natal,Retail,Retail services,KwaZulu-Natal,Small,30,10,2020,14,42,ZAF,INT_C011,English,Firm,No,,,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,Yes,100,0,0,0,No,No,No,,1991,4,1991,39,No,No,,No,,,No,,,,,,No,,No,,,,,,No,Moderate obstacle,Retail trade of ,Retail sales of automotive spare parts.,60,5000000.0,five million ,6000000.0,100,0,0,,,,,,,,No losses,No losses,25,75,No,,,Minor obstacle,Minor obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 indicators,Yes,Combination of short-term and long-term targets,Achieved with normal amount of effort,All managers and most production workers,Yes,The establishmentâs performance ,Based solely on performance and ability,After 6 months of identifying under-performance,,,50,More than 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,They have favored access to subsidies and government support or contracts,None of the above,Minor obstacle,No,,,,No,,,No,,,,0,0,No,,,5.0,Square Meters,,Minor obstacle,Yes,1.0,,No,,,No,No,No,No,Minor obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,Minor obstacle,Tend to disagree,15,No,,,No,,No payments or gifts are paid,,No,,,,,,,,No,,No,,,No,,,No,,,,No,Minor obstacle,No obstacle,Minor obstacle,Major obstacle,Major obstacle,Major obstacle,6,1,5,3,4,2,5,5,,,,,,,,0.0,No full-time seasonal or temporary workers,,,90.0,,1,Does not apply,0,Does not apply,0,Does not apply,4,Does not apply,0,Does not apply,0,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,Minor obstacle,Minor obstacle,Corruption,12,9,6,14,11,7,5,15,3,1,13,2,4,10,8,Yes,8.0,Decrease,,50.0,Decrease,Decrease,Yes,Remain the same,Remain the same,,,Decrease,None of the above,No,,,,,,No,,Don't know (spontaneous),,4.0,504000.0,,60000.0,2400000.0,,,,4,30.0,10.0,2020.0,14.0,42.0,Owner,,,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1.0,No,No,Over 250.000 to 1 million,5030,29.0,3,3,1,0,12.428572,12.428572,12.428572,94
713953,1003480,Motor Vehicles,Large,Western Cape,Services of motor vehicles,Retail services,Western Cape,Small,17,12,2020,14,31,ZAF,Int_C015,English,Firm,No,,,,,,,2020,8,31,Shareholding company with non-traded shares or shares traded privately,,100,No,100,0,0,0,No,No,No,,2009,15,2009,10,No,No,,No,,,Yes,10.0,2.0,0.0,None,,Yes,5.0,No,,,,,,Yes,Major obstacle,Retail trade of ,retail trade of automotive parts,100,6000000.0,six million ,9000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,Minor obstacle,We fixed it and took action to make sure it did not happen again,Yes,3-9 indicators,Yes,"Main focus was on long-term, one year or more",Only achieved with extraordinary effort,All managers and most production workers,No,,Non-managers are normally not promoted,Rarely or never,,,1,More than 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,Other obstacles not mentioned above,None of the above,Minor obstacle,No,,,,No,,,Yes,10000.0,,,0,0,No,,,Don't know (spontaneous),,,Minor obstacle,Yes,5.0,,No,,,No,No,No,No,Minor obstacle,40,50,0,10,0,No,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Private commercial banks,2019.0,200000.0,Yes,No,No,Yes,Yes,No,200000.0,1.0,100000.0,No,No,Application procedures were complex,,Yes,Moderate obstacle,Strongly disagree,10,No,,,No,,No payments or gifts are paid,,No,,,,,,,,No,,No,,,No,,,Yes,2.0,Ownership ,Skills Development,No,No obstacle,No obstacle,No obstacle,Major obstacle,Major obstacle,Moderate obstacle,5,6,4,1,3,2,11,15,,,,,,,,4.0,3,1.0,6.0,90.0,,2,1,1,Does not apply,0,Does not apply,2,2,0,Does not apply,2,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,Minor obstacle,Minor obstacle,Political instability,13,12,11,8,3,2,15,10,7,9,5,14,4,6,1,Yes,16.0,Decrease,,40.0,Decrease,Decrease,Yes,Remain the same,Remain the same,,,Decrease,None of the above,Yes,No,No,No,No,Yes,Yes,uif ters funding,Wage subsidies,,12.0,500000.0,,200000.0,120000.0,,,,5,17.0,12.0,2020.0,14.0,50.0,Other Management,,,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1.0,No,No,City with population over 1 million,5030,10.0,4,3,4,0,5.3846154,5.3846154,5.3846154,127
713954,1003543,Construction,Large,Eastern Cape,Construction Section F: ,Other services,Eastern Cape,Medium,15,12,2020,9,23,ZAF,INT_C012,English,Firm,No,,,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,Yes,100,0,0,0,No,No,No,,1997,5,1997,8,No,No,,No,,,Yes,3.0,2.0,0.0,None,,Yes,50.0,No,,,,,,Yes,No obstacle,Construction of,provides services of plumbing services,100,2000000.0,two million ,3000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,,,5,1 to 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,,,100,100,No,,,,,,No obstacle,Yes,1.0,,No,,,No,No,No,No,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,No,,No,,,No,,,Yes,2.0,Ownership ,Ownership ,Yes,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,2,6,3,1,5,4,23,23,,,,,,,,4.0,No full-time seasonal or temporary workers,,,100.0,,5,5,5,5,3,Does not apply,0,Does not apply,0,Does not apply,0,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,10,6,3,7,14,4,13,12,15,11,9,5,1,8,2,Yes,12.0,Decrease,,30.0,Decrease,Decrease,Yes,Decrease,Decrease,4.0,12.0,Decrease,None of the above,Yes,No,No,No,No,Yes,Yes,uif ters funding,Access to new credit,,0.0,1800000.0,,60000.0,,,,,3,15.0,12.0,2020.0,9.0,33.0,Other Administrative,,,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1.0,No,No,50.000 to 250.000,4530,8.0,1,3,6,0,37.166668,37.166668,37.166668,26
713955,1003560,Food,Large,Eastern Cape,Retail,Retail services,Eastern Cape,Small,23,12,2020,8,56,ZAF,INT_C012,English,Firm,No,,,,,,,2020,9,30,Shareholding company with non-traded shares or shares traded privately,,100,No,100,0,0,0,No,No,No,,2008,6,2008,22,No,No,,No,,,Yes,15.0,2.0,0.0,None,,Yes,2.0,No,,,,,,Yes,Minor obstacle,Retail trade of ,retail trade of household products,100,2000000.0,two million ,4000000.0,100,0,0,,,,,,,,No internal shipments made (does not apply),,100,0,,,,Minor obstacle,Minor obstacle,We fixed it and took action to make sure it did not happen again,No,,Yes,"Main focus was on short-term, less than one year",Only achieved with extraordinary effort,All managers and most production workers,No,,Non-managers are normally not promoted,Rarely or never,,,1,More than 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,They have favored access to credit,None of the above,Minor obstacle,No,,,,No,,,Yes,20000.0,,,0,0,No,,,Don't know (spontaneous),,,Minor obstacle,Yes,5.0,,No,,,No,No,No,No,Moderate obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,Collateral requirements were too high,,Yes,Moderate obstacle,Tend to disagree,50,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,,,,,,No,,No,,,No,,,No,,,,No,Minor obstacle,Minor obstacle,Minor obstacle,Very severe obstacle,Very severe obstacle,Minor obstacle,5,6,2,1,3,4,6,8,,,,,,,,3.0,No full-time seasonal or temporary workers,,,40.0,,1,Does not apply,1,Does not apply,0,Does not apply,2,1,0,Does not apply,1,Does not apply,As required,Above required,As required,As required,As required,As required,No,,,,,,No,,,,,,Minor obstacle,Minor obstacle,Access to finance,13,15,12,1,3,11,4,10,8,14,7,2,5,9,6,Yes,4.0,Decrease,,40.0,Decrease,Decrease,Yes,Decrease,Decrease,4.0,0.0,Decrease,None of the above,Yes,No,No,No,No,Yes,Yes,uif ters funding,Wage subsidies,,16.0,300000.0,,50000.0,60000.0,,,,4,23.0,12.0,2020.0,9.0,5.0,Other Management,,,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1.0,No,No,City with population over 1 million,5233,5.0,1,3,1,0,3.0555553,3.0555553,3.0555553,17
713956,1003670,Motor Vehicles,Large,KwaZulu-Natal,Retail,Retail services,KwaZulu-Natal,Medium,28,8,2020,14,19,ZAF,Int_C015,English,Firm,No,,,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,No,100,0,0,0,No,No,No,,1980,50,1980,4,No,No,,No,,,Yes,15.0,2.0,0.0,None,,Yes,2.0,No,,,,,,Yes,Moderate obstacle,Retail trade of ,retail trade of gas,100,450000.0,four hundred and fifty thousand ,7000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,10 or more indicators,Yes,Combination of short-term and long-term targets,Achieved with more than normal effort,Don't know (spontaneous),No,,Does not apply,DOES NOT APPLY (SPONTANEOUS),,,Don't know (spontaneous),More than 5,Don't know (spontaneous),Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,Don't know (spontaneous),Don't know (spontaneous),Moderate obstacle,No,,,,No,,,No,,,,0,Does not apply is a floor in a building (spontaneous),No,,,Don't know (spontaneous),,,No obstacle,Yes,5.0,,No,,,No,No,No,No,Moderate obstacle,80,20,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,Strongly disagree,No time was spent,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,,,,,,No,,No,,,No,,,No,,,,No,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,2,5,1,6,4,3,40,50,,,,,,,,25.0,10,6.0,8.0,50.0,,2,1,3,Does not apply,1,Does not apply,3,2,30,15,0,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Access to finance,15,7,8,13,4,3,6,12,5,11,9,14,10,2,1,No,,Decrease,,50.0,Decrease,Decrease,No,Remain the same,Decrease,10.0,10.0,Decrease,None of the above,No,,,,,,No,,Don't know (spontaneous),,Don't know (spontaneous),80000.0,,140000.0,70000.0,,,,4,28.0,8.0,2020.0,14.0,27.0,Other Management,,,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1.0,No,No,Over 250.000 to 1 million,5239,4.0,3,3,4,0,5.4,5.4,5.4,98
713957,1003683,Other Manufacturing,Large,Eastern Cape,IT,Other services,Eastern Cape,Small,29,7,2020,10,29,ZAF,Int_C015,English,Firm,No,,,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,Yes,100,0,0,0,No,No,Yes,100.0,2002,11,2002,10,Yes,No,,No,,,Yes,10.0,3.0,0.0,5.0,,No,,No,,,,,,Yes,Major obstacle,Provide services of ,provide services of IT support,100,2500000.0,two million five hundred thousand ,2000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it but did not take further action,Yes,3-9 indicators,Yes,Combination of short-term and long-term targets,Only achieved with extraordinary effort,Don't know (spontaneous),Don't know (spontaneous),,Does not apply,DOES NOT APPLY (SPONTANEOUS),,,1,More than 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,Yes,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,Yes,50000.0,,,100,100,No,,,,,,Major obstacle,Yes,2.0,,No,,,No,No,No,No,Minor obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Major obstacle,Tend to agree,30,No,,,No,,No payments or gifts are paid,,No,,,,,,,,,,No,,,No,,,Yes,1.0,Ownership ,Skills Development,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,2,4,5,3,6,1,11,9,,,,,,,,0.0,No full-time seasonal or temporary workers,,,100.0,,2,Does not apply,2,Does not apply,2,Does not apply,2,Does not apply,2,Does not apply,1,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Access to finance,9,11,8,12,6,14,10,15,2,4,7,13,3,1,5,,16.0,Decrease,,60.0,Decrease,Decrease,Yes,Remain the same,Remain the same,,,Decrease,None of the above,No,,,,,,No,,Deferral of tax payments,,16.0,1500000.0,,140000.0,,,,,3,29.0,7.0,2020.0,10.0,31.0,Owner,,,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,,No,No,City with population over 1 million,7290,0.0,1,3,5,0,21.0,21.0,21.0,24
713958,1003718,Food,Large,Eastern Cape,Transport  Section I: (60-64),Other services,Eastern Cape,Medium,14,12,2020,10,0,ZAF,INT_C010,English,Firm,No,,,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,Yes,100,0,0,0,No,No,No,,1972,5,1972,10,No,No,,No,,,Yes,2.0,2.0,0.0,None,,Yes,50.0,No,,,,,,Yes,No obstacle,Construction of,provides services of construction machinery,100,10000000.0,ten million ,12000000.0,100,0,0,,,,,,,,No losses,No losses,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Based solely on performance and ability,Rarely or never,,,5,More than 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,No,,No,Other obstacles not mentioned above,None of the above,No obstacle,No,,,,No,,,No,,,,100,100,No,,,,,,No obstacle,Yes,2.0,,No,,,No,No,No,No,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,,,,,,No,,No,,,No,,,No,,,,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,6,4,5,2,1,3,80,80,,,,,,,,10.0,No full-time seasonal or temporary workers,,,80.0,,10,10,10,10,10,10,10,10,0,Does not apply,0,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,No obstacle,Electricity,6,8,5,13,3,11,1,2,12,14,10,7,15,4,9,Yes,12.0,Decrease,,60.0,Decrease,Decrease,Yes,Remain the same,Remain the same,,,Decrease,None of the above,Yes,No,No,No,No,Yes,Yes,uif ters funding,Wage subsidies,,24.0,1000000.0,,100000.0,,,,,3,14.0,12.0,2020.0,10.0,17.0,Other Management,,,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1.0,No,No,50.000 to 250.000,4550,10.0,1,3,1,0,3.0555553,3.0555553,3.0555553,17
713959,1003735,Food,Large,Eastern Cape,Construction Section F: ,Other services,Eastern Cape,Small,23,12,2020,9,9,ZAF,INT_C012,English,Firm,No,,,,,,,2020,2,29,Shareholding company with non-traded shares or shares traded privately,,100,No,100,0,0,0,No,No,No,,2003,18,2003,4,Yes,No,,No,,,Yes,15.0,4.0,0.0,None,,Yes,4.0,No,,,,,,Yes,Major obstacle,Construction of,construction of homes,100,15000000.0,fifteen million ,25000000.0,100,0,0,,,,,,,,No internal shipments made (does not apply),,100,0,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,No,,Yes,"Main focus was on short-term, less than one year",Only achieved with extraordinary effort,All managers and most production workers,No,,Non-managers are normally not promoted,Rarely or never,,,1,More than 5,South African private firms operating in the same Province ,Happy with my current supplier didnât want to change,Happy with my current distributor  didnât want to change,No,No,No,Yes,,No,They have favored access to credit,Criteria for licensing that puts certain types of firms at a disadvantage.,Minor obstacle,No,,,,No,,,Yes,50000.0,,,0,0,No,,,,,,Minor obstacle,Yes,5.0,,No,,,No,No,No,No,Moderate obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,Interest rates were not favorable,,Yes,Major obstacle,Strongly agree,50,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,,,,,,No,,No,,,No,,,Yes,1.0,Ownership ,Skills Development,No,No obstacle,Minor obstacle,No obstacle,Very severe obstacle,Very severe obstacle,No obstacle,2,3,4,6,1,5,16,20,,,,,,,,4.0,No full-time seasonal or temporary workers,,,100.0,,4,2,2,1,0,Does not apply,4,3,0,Does not apply,3,Does not apply,As required,As required,As required,As required,As required,As required,No,,,,,,No,,,,,,No obstacle,Moderate obstacle,Corruption,8,1,12,6,2,10,11,15,14,5,13,7,4,3,9,Yes,12.0,Decrease,,40.0,Decrease,Decrease,No,Remain the same,Remain the same,,,Decrease,Government grants,Yes,No,No,No,No,Yes,Yes,uif ters funding,Wage subsidies,,12.0,2500000.0,,140000.0,,,,,4,28.0,12.0,2020.0,15.0,47.0,Other Management,,,Female,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1.0,No,No,50.000 to 250.000,4520,4.0,1,3,1,0,3.0555553,3.0555553,3.0555553,17
