idstd,id,a4a,a6a,a2,a4b,a0,a3a,a6c,a6b,a14d,a14m,a14y,a14h,a14min,a1,a12,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,RWb1,b1x,RWb1x,b3,b3a,b2a,b2b,b2c,b2d,RWAb1,RWAb2a,RWAb2b,b4,b4a,RWAb3,b5,b6,b6b,RWAb4,RWAb5,b7,b7a,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,RWAc1,c22b,RWAc2,c30a,d1a1a,d1a1x,d1a3,d2,d2x,RWAd1,n3,d3a,d3b,d3c,RWAd2,d4,d5a,d8,RWAd3,d10,d11,d12a,d12b,d13,d14,d15a,RWAd4,d30a,d30b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,RWAe1,e6,RWAe2,RWAe3,RWAe4,RWAe5,RWAe6_pos1,RWAe6_pos2,RWAe6_pos3,RWAe6_pos4,RWAe6_pos5,RWAe6_pos6,RWAe6_pos7,RWAe6_pos8,RWAe6_pos9,RWAe6_pos10,RWAe6,e11,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,f2,g6a,g1a,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a1,k21,k30,h7a,j2,j3,j4,j5,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,u1,u2_pos1,u2_pos2,u2_pos3,u2_pos4,u2_pos5,u2_pos6,u2_pos7,u2_pos8,u2_pos9,u2_pos10,u2_pos11,u2,u3,u4,u5_pos1,u5_pos2,u5_pos3,u5_pos4,u5_pos5,u5_pos6,u5_pos7,u5_pos8,u5_pos9,u5_pos10,u5_pos11,u5,u6,u7,u8_pos1,u8_pos2,u8_pos3,u8_pos4,u8_pos5,u8_pos6,u8_pos7,u8_pos8,u8_pos9,u8_pos10,u8_pos11,u8a,u8b,u9,u10,u11_pos1,u11_pos2,u11_pos3,u11_pos4,u11_pos5,u11_pos6,u11_pos7,u11_pos8,u11_pos9,u11_pos10,u11_pos11,u11,u12,u13,u14_pos1,u14_pos2,u14_pos3,u14_pos4,u14_pos5,u14_pos6,u14_pos7,u14_pos8,u14_pos9,u14_pos10,u14_pos11,u14,u15,l1,RWAl1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9b,l9b1,RWAl2a,RWAl2b,RWAl2c,RWAl2d,RWAl2e,RWAl2f,RWAl2g,RWAl3a,RWAl3b,RWAl3c,RWAl3d,RWAl3e,RWAl3f,RWAl3g,RWAl4,RWAl5,RWAl6,RWAl7,RWAl8,l10,RWAl9,l11a,l11a1,l11b,l11b1,l30a,l30b,RWAl10,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,RWAm1,RWAm1a,RWAm1b,n2a,n2e,n2b,n2i,n2p,n2e1,n7a,a15d,a15m,a15y,a15h,a15min,a15a1a,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
682141,1,Retail,Medium,Kigali,Retail,Retail services,Kigali,52,Medium,22,11,2019,16,35,33,Interviewer216,Kinyarwanda,Establishment,No,,,,,,2018,12,31,Sole proprietorship,Sole Proprietorship,,,100,Yes,100,0,0,0,No,,,No,,No,2003,35,2003,,Yes,15,No,No,,No,,,Yes,3.0,1.0,10.0,,300000.0,Yes,15.0,No,,,,,,Yes,Yes,No,Moderate obstacle,Retail trade of ,"Retail Of Supermarket,Food,Drinks And Pork",70,1286582027.0,One Billion Two Hundred Eighty Six Million Five Hundred Eighty Two Thousand Twenty Seven,0,1183615664.0,60,0,40,,,,2007.0,High cost of production for export  markets,No losses,No losses,70,30,Yes,60.0,No,Shipping costs ,Moderate obstacle,Moderate obstacle,We fixed it and took action to make sure it did not happen again,No,,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve without much effort,Most managers and most production workers,No,,"Promotions were based partly on performance and ability, and partly on other factors (for example, tenure or family connections)",Rarely or never,,,Private domestic firms,,No,No,No,No,They Have Favored Access To Infrastructure Services,They Have Favored Access To Foreign Exchange,They Conspire To Limit My Access To Inputs And Supplies,They Conspire To Limit My Access To Markets And Sales Channels,They Avoid Labor Taxes Or Regulations,They Have Favored Access To Credit,None Of The Listed Practices Represent An Obstacle For This Establishment,They Have Favored Access To Subsidies And Government Support Or Contracts,They Do Not Pay Import Duties Or Observe Trade Regulations,They Avoid Vat Or Other Sales Taxes,They have favored access to credit,No,No obstacle,Yes,No,New Menu Item Ie Pork On The First Saturday Of Every Month,This Is A New Menu Item In Addition To The Previous,No,,,No,,,,0,0,No,,,750.0,Square Meters,,No obstacle,Yes,,180000.0,No,,,No obstacle,80,0,0,20,0,No,,,,,,,,,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No obstacle,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,No obstacle,No obstacle,Moderate obstacle,Moderate obstacle,2,4,5,6,3,1,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,52,10,41,,,,,,,,13.0,No full-time seasonal or temporary workers,,,70.0,,1,6,4,21,10,5,5,0,0,0,0,0,0,0,Yes,Employment centers,Applicants expected wages higher than we can offer,Professionals,Computer or general IT skills,No,No,,,,,No obstacle,Moderate obstacle,30,Access to land,11,9,13,6,1,14,8,4,3,7,12,10,15,2,5,Percentage,60.0,,148208401.0,,500000.0,252335207.0,,,,23,11,2019,15,58,Accountant,,15,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,4444,Yes,Yes,City with population over 1 million,5219,Kigali,Medium (20-99),Manufacturing,Panel,3.7241094,4.10636,4.7692533,8
682142,4,Manufacturing,Small,Kigali,Food,Manufacturing,Kigali,15,Small,28,1,2020,14,17,33,Interviewer312,Kinyarwanda,Establishment,No,,,,,,2019,12,31,Sole proprietorship,Sole Proprietorship,,,100,Yes,100,0,0,0,No,,,No,,No,1952,5,1990,No,Yes,20,No,No,,No,,,No,,,,,,No,,No,,,No,,,Yes,Yes,Yes,No obstacle,Manufacturing of ,Manufacturing Of Dairy Products,80,50000000.0,Fifty  Million,20,35000000.0,100,0,0,Lack of demand for products abroad,,,,,No losses,No losses,100,0,,,,,No obstacle,No obstacle,We fixed it and took action to make sure it did not happen again,Yes,1-2 production performance indicators,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve with some effort,Most managers and some production workers,No,,Promotions were based solely on performance and ability,Within 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,2.0,Private domestic firms,No,No,No,No,No,They Have Favored Access To Foreign Exchange,They Have Favored Access To Infrastructure Services,They Do Not Pay Import Duties Or Observe Trade Regulations,They Avoid Vat Or Other Sales Taxes,None Of The Listed Practices Represent An Obstacle For This Establishment,They Avoid Labor Taxes Or Regulations,They Conspire To Limit My Access To Markets And Sales Channels,They Conspire To Limit My Access To Inputs And Supplies,They Have Favored Access To Subsidies And Government Support Or Contracts,They Have Favored Access To Credit,None of the listed practices represent an obstacle for this establishment,No,No obstacle,No,,,,No,,,Yes,2000000.0,90.0,72.0,100,100,No,,,,,,No obstacle,Yes,10.0,,No,,,Minor obstacle,70,30,0,0,0,Yes,4500000.0,2000000.0,80.0,,20.0,,0.0,,0.0,,0.0,,0.0,,No,,,Yes,Don't know (spontaneous),No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,Minor obstacle,Strongly agree,No time was spent,Yes,2.0,No,No,,No payments or gifts are paid,,No,,,No,,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,4,3,5,2,1,6,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,15,10,12,6.0,9.0,1.0,3.0,2.0,2.0,2.0,,No full-time seasonal or temporary workers,,,0.0,,2,3,2,3,5,0,0,0,0,0,0,0,0,0,Yes,Family and friends,Does not apply,Professionals,Interpersonal and communication skills,No,No,,,,,No obstacle,No obstacle,100,Does not apply,4,12,15,10,2,1,9,14,8,11,5,13,3,7,6,Percentage,100.0,,2200000.0,22500000.0,800000.0,,25500000.0,18000000.0,75000000.0,28,1,2020,16,11,Owner,,20,Male,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1111,Yes,Yes,City with population over 1 million,1520,Kigali,Medium (20-99),Manufacturing,Panel,1.9225973,2.2567067,2.2904315,8
682143,5,Manufacturing,Medium,Kigali,Food,Manufacturing,Kigali,90,Medium,4,12,2019,13,12,33,Interviewer214,English,Establishment,No,,,,,,2019,3,31,Shareholding company with non-traded shares or shares traded privately,Limited by Shares,,,50,No,100,0,0,0,No,,,No,,No,2006,30,2006,No,Yes,6,No,No,,No,,,Yes,5.0,0.0,30.0,,800000.0,Yes,2.0,No,,,Yes,2.0,10.0,Yes,Yes,Yes,Major obstacle,Manufacturing of ,Manufacture Grain Flour,100,8000000000.0,Eight Billion,50,2500000000.0,100,0,0,Any other reason,,,,,100,No losses,100,0,,,,,No obstacle,No obstacle,DOES NOT APPLY (SPONTANEOUS),Yes,1-2 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with some effort,All managers and most production workers,Yes,The establishmentâs performance ,-7,DOES NOT APPLY (SPONTANEOUS),National â main product sold mostly across the country where establishment is located,0.0,Don't know (spontaneous),Yes,No,No,No,No,They Avoid Vat Or Other Sales Taxes,They Conspire To Limit My Access To Markets And Sales Channels,They Conspire To Limit My Access To Inputs And Supplies,They Have Favored Access To Infrastructure Services,They Have Favored Access To Foreign Exchange,None Of The Listed Practices Represent An Obstacle For This Establishment,They Avoid Labor Taxes Or Regulations,They Have Favored Access To Credit,They Have Favored Access To Subsidies And Government Support Or Contracts,They Do Not Pay Import Duties Or Observe Trade Regulations,Don't know (spontaneous),Don't know (spontaneous),No obstacle,No,,,,No,,,No,,70.0,77.0,100,100,No,,,,,,No obstacle,Yes,,2160000.0,No,,,No obstacle,80,0,0,0,20,Yes,15000000.0,0.0,,15000000.0,,0.0,,0.0,,0.0,,0.0,,0.0,Yes,25000000.0,12000000.0,Yes,Yes,No,,,,,,,,,,,,,Don't know (spontaneous),No,Other,,Yes,No obstacle,Strongly agree,25,Yes,1.0,No,Yes,No payments,No payments or gifts are paid,,No,,,No,,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,2,3,6,1,4,5,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,98,40,98,94.0,4.0,17.0,65.0,12.0,3.0,1.0,,No full-time seasonal or temporary workers,,,,98.0,4,65,15,12,0,2,0,1,0,0,0,0,0,0,No,,,,"Vocational, job-specific skills, or technical skills other than IT",Yes,Yes,,10.0,,No employees trained,No obstacle,No obstacle,18,Does not apply,15,10,7,8,12,11,9,2,3,6,14,13,4,5,1,Number,,90.0,28000000.0,30000000.0,3560000.0,,61560000.0,37000000.0,30000000000.0,14,1,2020,10,33,"President, Executive Director, or CEO",,5,Male,Accountant,4.0,Male,Operational Or Plant Manager,5.0,Male,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with different managers/staff,2.0,28.0,3333,Yes,Yes,City with population over 1 million,1531,Kigali,Medium (20-99),Manufacturing,Panel,1.9225973,2.2567067,2.2904315,8
682144,6,Manufacturing,Medium,Kigali,Food,Manufacturing,Kigali,31,Medium,15,11,2019,11,10,33,Interviewer217,Kinyarwanda,Establishment,No,,,,,,2018,12,31,Sole proprietorship,Sole Proprietorship,,,100,Yes,100,0,0,0,No,,,No,,No,1995,10,1995,No,Yes,15,Yes,Yes,Presidential Award /Cws Shangi,Yes,One day or less,No,No,,,,,,Yes,20.0,No,,,No,,,Yes,Yes,Yes,Minor obstacle,Manufacturing of ,They Process Coffee,100,300000000.0,Three Hundred  Million,0,375000000.0,20,15,65,,13.0,No,1995.0,Cost and access to finance,No losses,No losses,25,75,Yes,17.0,No,Shipping costs ,Moderate obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",No,,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,All managers and most production workers,Yes,Their own performance,Promotions were based solely on performance and ability,Rarely or never,International,12.0,Government linked domestic private firms,No,No,No,No,No,They Do Not Pay Import Duties Or Observe Trade Regulations,None Of The Listed Practices Represent An Obstacle For This Establishment,They Conspire To Limit My Access To Markets And Sales Channels,They Conspire To Limit My Access To Inputs And Supplies,They Have Favored Access To Credit,They Avoid Labor Taxes Or Regulations,They Avoid Vat Or Other Sales Taxes,They Have Favored Access To Infrastructure Services,They Have Favored Access To Foreign Exchange,They Have Favored Access To Subsidies And Government Support Or Contracts,None of the listed practices represent an obstacle for this establishment,Yes,Moderate obstacle,No,,,,Yes,They Improved The Process Of Coffee Roasting In Order To Have A Different Taste And Smell,Before They Used Manual Roasting For Their Coffee But Now  They Have Bought Roasting Machines,Yes,10000000.0,65.0,74.0,100,100,No,,,,,,Minor obstacle,Yes,,3800000.0,No,,,No obstacle,35,65,0,0,0,Yes,8000000.0,5000000.0,70.0,,0.0,,30.0,,0.0,,0.0,,0.0,,No,,,Yes,Yes,Yes,Private commercial banks,2011.0,1000000000.0,Yes,Yes,No,No,No,No,1500000000.0,1.0,40000000.0,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,Strongly disagree,No time was spent,Yes,4.0,No,No,,No payments or gifts are paid,,No,,,No,,,No obstacle,Major obstacle,No obstacle,No obstacle,No obstacle,No obstacle,3,4,1,5,6,2,Yes,Workers Compensation And Benefits,Government Contracts,Taxation,International Trade,Incentives And Subsidies,Building And Renovation Permits,Employee Hiring/Firing,Environmental,Land And Property,Financial Sector,Foreign Currency,Taxation,Severely negatively impacted,Yes,Workers Compensation And Benefits,Government Contracts,Taxation,International Trade,Incentives And Subsidies,Building And Renovation Permits,Employee Hiring/Firing,Environmental,Land And Property,Financial Sector,Foreign Currency,Taxation,Severely negatively impacted,No,,,,,,,,,,,,,,,Yes,Workers Compensation And Benefits,Government Contracts,Taxation,International Trade,Incentives And Subsidies,Building And Renovation Permits,Employee Hiring/Firing,Environmental,Land And Property,Financial Sector,Foreign Currency,Taxation,Severely negatively impacted,No,,,,,,,,,,,,,,31,12,33,10.0,21.0,6.0,4.0,0.0,4.0,13.0,,500,390.0,4.0,,31.0,2,9,5,7,5,3,0,1,0,0,0,0,0,0,No,,,,Interpersonal and communication skills,Yes,Yes,,3.0,,5.0,No obstacle,Moderate obstacle,80,Access to finance,13,12,6,5,15,9,10,14,4,11,2,1,7,3,8,Percentage,75.0,,49500000.0,32000000.0,7800000.0,,149540000.0,98300000.0,470000000.0,15,11,2019,13,11,"President, Executive Director, or CEO",,15,Female,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,2222,Yes,Yes,City with population over 1 million,1549,Kigali,Medium (20-99),Manufacturing,Panel,1.9225973,2.2567067,2.2904315,8
682145,8,Manufacturing,Medium,Southern Province,"Publishing, printing, and Recorded media",Manufacturing,Kigali,80,Medium,26,2,2020,14,13,33,Interviewer218,English,Establishment,No,,,,,,2019,12,31,Sole proprietorship,Sole Proprietorship,,,100,Yes,100,0,0,0,No,,,No,,No,2005,32,2005,No,Yes,16,No,No,,No,,,No,,,,,,Yes,3.0,No,,,No,,,Yes,No,Yes,No obstacle,Manufacturing of ,Manufacturing Of Books,80,745600000.0,Seven Hundred Forty Five Million Six Hundred  Thousand,0,562300000.0,100,0,0,Lack of demand for products abroad,,,,,No losses,2.0,40,60,Yes,20.0,No,Delays in delivery time,No obstacle,No obstacle,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with normal amount of effort,Most managers and some production workers,Yes,Their team's or shift performance,Promotions were based solely on performance and ability,After 6 months of identifying non-manager under-performance,National â main product sold mostly across the country where establishment is located,3.0,Private domestic firms,No,No,No,No,No,They Avoid Labor Taxes Or Regulations,They Conspire To Limit My Access To Inputs And Supplies,They Have Favored Access To Credit,They Have Favored Access To Foreign Exchange,They Do Not Pay Import Duties Or Observe Trade Regulations,They Conspire To Limit My Access To Markets And Sales Channels,None Of The Listed Practices Represent An Obstacle For This Establishment,They Have Favored Access To Subsidies And Government Support Or Contracts,They Avoid Vat Or Other Sales Taxes,They Have Favored Access To Infrastructure Services,They conspire to limit my access to markets and sales channels,No,No obstacle,No,,,,No,,,No,,90.0,87.0,100,100,No,,,,,,No obstacle,Yes,,960000.0,No,,,No obstacle,80,0,0,20,0,No,,,,,,,,,,,,,,,No,,,Yes,Yes,No,,,,,,,,,,,,,Don't know (spontaneous),No,Collateral requirements were too high,,Yes,No obstacle,Strongly agree,5,Yes,4.0,No,No,,No payments or gifts are paid,,Yes,5.0,No,No,,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,2,5,6,1,3,4,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,80,24,71,63.0,17.0,42.0,16.0,5.0,24.0,6.0,,16,4.0,5.0,70.0,,6,9,18,6,5,36,0,0,2,1,0,0,0,0,Yes,Employment centers,Applicants lacked required skills,Plant and machine operators and assemblers,"Vocational, job-specific skills, or technical skills other than IT",No,No,,,,,No obstacle,No obstacle,100,Customs and trade regulations,9,11,1,3,10,4,8,6,2,14,12,13,5,15,7,Percentage,100.0,,93000000.0,356400000.0,1920000.0,,453320000.0,316450200.0,7600000.0,26,2,2020,15,15,"Chief Financial, Chief Operational Officer (CFO/COO)",,5,Female,,,,,,,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,3333,Yes,Yes,City with population over 1 million,2109,Southern Province,Medium (20-99),Manufacturing,Panel,1.4823868,1.4752991,1.8765463,32
682146,10,Retail,Small,Kigali,Retail,Retail services,Kigali,8,Small,20,2,2020,16,45,33,Interviewer218,Kinyarwanda,Establishment,No,,,,,,2019,3,31,Sole proprietorship,Sole Proprietorship,,,100,Yes,100,0,0,0,No,,,Yes,100.0,No,2003,8,2003,,Yes,15,Yes,No,,No,,,No,,,,,,No,,No,,,,,,No,No,Yes,No obstacle,Retail trade of ,Supermarket,100,3504750.0,Three Million Five Hundred Four Thousand Seven Hundred Fifty,0,4200450.0,100,0,0,Doesn't Apply,,,,,No losses,No losses,60,40,No,,,,No obstacle,No obstacle,No action was taken,No,,No,,,,No,,-7,DOES NOT APPLY (SPONTANEOUS),,,Informal sector firms,,No,No,No,No,They Avoid Labor Taxes Or Regulations,They Have Favored Access To Credit,They Have Favored Access To Foreign Exchange,None Of The Listed Practices Represent An Obstacle For This Establishment,They Avoid Vat Or Other Sales Taxes,They Have Favored Access To Infrastructure Services,They Conspire To Limit My Access To Inputs And Supplies,They Do Not Pay Import Duties Or Observe Trade Regulations,They Conspire To Limit My Access To Markets And Sales Channels,They Have Favored Access To Subsidies And Government Support Or Contracts,They avoid VAT or other sales taxes,Yes,Very severe obstacle,No,,,,No,,,No,,,,0,0,No,,,20.0,Square Meters,,Moderate obstacle,Yes,,12000.0,No,,,Minor obstacle,80,0,0,20,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,Minor obstacle,Strongly agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,No obstacle,No obstacle,No obstacle,No obstacle,4,3,5,2,6,1,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,8,6,6,,,,,,,,8.0,No full-time seasonal or temporary workers,,,98.0,,1,0,0,0,5,0,2,0,0,0,0,0,0,0,Yes,Family and friends,Don't know (Spontaneous),Does not apply,Foreign languages,No,No,,,,,No obstacle,No obstacle,0,Customs and trade regulations,11,8,14,2,6,3,10,12,13,4,5,9,15,1,7,None,,0.0,1580680.0,,350000.0,2278088.0,,,,20,2,2020,17,59,Owner,,16,Female,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,3333,Yes,Yes,City with population over 1 million,5219,Kigali,Small (5-19),Manufacturing,Panel,29.477434,36.09076,40.492374,2
682147,12,Manufacturing,Medium,Kigali,Food,Manufacturing,Kigali,25,Medium,28,1,2020,10,34,33,Interviewer314,Kinyarwanda,Establishment,No,,,,,,2019,6,30,Sole proprietorship,Sole Proprietorship,,,100,Yes,100,0,0,0,No,,,Yes,40.0,No,2008,7,2008,No,Yes,14,No,No,,No,,,No,,,,,,No,,No,,,No,,,Yes,Yes,Yes,Moderate obstacle,Manufacturing of ,Manufacturing Of Breads,80,52480000.0,Fifty Two Million Four Hundred Eighty  Thousand,0,49854050.0,100,0,0,High production costs ,,,,,No losses,No losses,100,0,,,,,No obstacle,Minor obstacle,We fixed it and took action to make sure it did not happen again,Yes,3-9 production performance indicators,Yes,Main focus was on short-term (less than one year) production targets,Possible to achieve with some effort,All managers and most production workers,No,,Promotions were based solely on performance and ability,Rarely or never,Local â main product sold mostly in same municipality where establishment is located,Too many to count,Informal sector firms,No,No,No,No,No,They Do Not Pay Import Duties Or Observe Trade Regulations,They Conspire To Limit My Access To Markets And Sales Channels,They Conspire To Limit My Access To Inputs And Supplies,They Have Favored Access To Foreign Exchange,They Have Favored Access To Credit,They Avoid Vat Or Other Sales Taxes,They Avoid Labor Taxes Or Regulations,They Have Favored Access To Infrastructure Services,They Have Favored Access To Subsidies And Government Support Or Contracts,None Of The Listed Practices Represent An Obstacle For This Establishment,They avoid VAT or other sales taxes,Yes,Major obstacle,No,,,,No,,,Yes,67000.0,80.0,90.0,0,0,No,,,,,,Minor obstacle,Yes,,180000.0,No,,,Minor obstacle,80,0,0,20,0,Yes,1000000.0,500000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,No,,,Yes,No,No,,,,,,,,,,,,,Don't know (spontaneous),No,Application procedures were complex,,No,Moderate obstacle,Tend to agree,15,Yes,4.0,No,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,1,3,6,5,2,4,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,Yes,Government Contracts,Taxation,International Trade,Land And Property,Incentives And Subsidies,Employee Hiring/Firing,Building And Renovation Permits,Environmental,Financial Sector,Foreign Currency,Workers Compensation And Benefits,Workersâ compensation and benefits,Severely negatively impacted,No,,,,,,,,,,,,,,25,9,23,15.0,10.0,6.0,5.0,4.0,5.0,3.0,,No full-time seasonal or temporary workers,,,,17.0,2,6,5,4,6,0,2,0,0,0,0,0,0,0,Yes,Other,Applicants lacked required skills,Professionals,"Vocational, job-specific skills, or technical skills other than IT",Yes,No,,8.0,,2.0,Minor obstacle,Moderate obstacle,20,Inadequately educated workforce,6,11,7,13,8,4,12,2,3,15,1,9,14,5,10,Percentage,100.0,,23400000.0,6500000.0,380000.0,,30280000.0,30109000.0,429000000.0,28,1,2020,12,43,"Chief Financial, Chief Operational Officer (CFO/COO)",,6,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,2222,Yes,Yes,City with population over 1 million,1541,Kigali,Small (5-19),Manufacturing,Panel,27.5533,34.306717,42.933475,2
682148,13,Manufacturing,Large,Kigali,Food,Manufacturing,Kigali,440,Large,22,11,2019,17,19,33,Interviewer319,Kinyarwanda,Establishment,No,,,,,,2019,3,31,Shareholding company with non-traded shares or shares traded privately,Limited by Shares,,,90,Yes,10,90,0,0,No,,,No,,No,2003,234,2003,Yes,Yes,16,No,Yes,Iso 9004 And Iso 22000,No,,,Yes,3.0,0.0,12.0,1.0,,Yes,8.0,No,,,Yes,4.0,2.0,Yes,Yes,No,Minor obstacle,Manufacturing of ,Manufacturing Of Different Kind Of Biscuits,100,13456278500.0,Thirteen Billion Four Hundred Fifty Six Million Two Hundred Seventy Eight Thousand Five Hundred,10,11345678300.0,65,0,35,,4.0,No,2005.0,Non-tariff trade barriers,No losses,No losses,40,60,Yes,8.0,No,Delays in delivery time,Minor obstacle,No obstacle,DOES NOT APPLY (SPONTANEOUS),Yes,1-2 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with some effort,All managers and most production workers,Yes,Their own performance,Promotions were based solely on performance and ability,DOES NOT APPLY (SPONTANEOUS),National â main product sold mostly across the country where establishment is located,Too many to count,Imports from other countries ,No,No,No,No,No,They Do Not Pay Import Duties Or Observe Trade Regulations,They Avoid Vat Or Other Sales Taxes,They Have Favored Access To Infrastructure Services,They Have Favored Access To Subsidies And Government Support Or Contracts,They Have Favored Access To Foreign Exchange,They Have Favored Access To Credit,None Of The Listed Practices Represent An Obstacle For This Establishment,They Avoid Labor Taxes Or Regulations,They Conspire To Limit My Access To Markets And Sales Channels,They Conspire To Limit My Access To Inputs And Supplies,None of the listed practices represent an obstacle for this establishment,No,No obstacle,No,,,,No,,,No,,100.0,112.0,100,100,Yes,2.0,No,,,,No obstacle,Yes,,3340800.0,No,,,No obstacle,100,0,0,0,0,No,,,,,,,,,,,,,,,Yes,142530000.0,0.0,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,No obstacle,Strongly agree,1,No,,,Yes,No payments,No payments or gifts are paid,,Yes,3.0,No,No,,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,1,6,2,5,3,4,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,440,247,354,390.0,50.0,42.0,186.0,162.0,86.0,20.0,,No full-time seasonal or temporary workers,,,98.0,,12,42,176,154,32,20,4,8,2,0,0,0,0,0,Yes,Employment centers,Other,Professionals,Foreign languages,Yes,No,5.0,,2.0,,No obstacle,No obstacle,100,Does not apply,13,11,8,6,3,5,4,12,15,7,1,9,14,2,10,Percentage,100.0,,68472900.0,5794020000.0,742000.0,,5963234560.0,3846839000.0,6358245000.0,22,11,2019,18,24,"Chief Financial, Chief Operational Officer (CFO/COO)",,7,Male,,,,,,,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1111,Yes,Yes,City with population over 1 million,1541,Kigali,Large (100+),Manufacturing,Panel,1.0438887,1.6136848,1.474448,14
