idstd,id,recnumber,rotation,cards,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4a,a4b,a5,a6a,a6b,a7,a7a,a8,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6a,b6b,b7,b7a,b8,c3,c4,c5,c6,c7,c8,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22a,c22b,c28,c30a,c30b,d1a1x,d1a2,d1a3,GHAd1a1bx,GHAd1a2b,GHAd1a1cx,GHAd1a2c,d2,d2x,n3,d3a,d3b,d3c,d4,d6,d7,d8,d10,d11,d12a,d12b,d13,d14,d16,d17,GHAd12a,GHAd12ax,GHAd12b1x,GHAd12b2,GHAd12b2x,GHAd12c1x,GHAd12c2,GHAd12c2x,GHAd12d1x,GHAd12d2,GHAd12d2x,GHAd12ea,GHAd12eb,GHAd12ec,GHAd12ed,d30a,d30b,e1,e2b,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,f2,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g6a,g6b,g6c,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5i,k5bc,k5e,k5f,k5hdj,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a,k21,k30,MMs1,MMs2,MMs3,MMs4,MMs5,MMs6,MMs7,MMs8,MMs9,MMs10,MMs11a,MMs11b,MMs11c,MMs11d,MMs11e,MMs11f,MMs12a,MMs12b,MMs12c,MMs12d,h7a,j2,j3,j4,j5,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a,l4b,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,l30a,l30b,m1a,m1d,n2a,n2e,n2f,n2b,n2ra,n2rb,n2i,n2j,n6a,n6b,n7a,n7b,a15a2,a15a3,a15b2,a15b3,a15c2,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,panel,idquest,wstrict,wmedian,wweak,strata
557458,8062,446,3,(A) with cards,Manufacturing,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Wood,Furniture,"No, screener and sample frame do not match but establishment still does activities that match sample frame",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10510,10002,14,3,2013,9,20,Sole proprietorship,,100,100,0,0,0,No,,2004,3,Yes,2004,9,No,No,No,,,Yes,DK,,DK,,No,,No,,,The establishment does not use water for production,,,No,No,Yes,Major obstacle,No obstacle,Manufacturing furniture,3610,100,Does not apply,,,,8000,Eight thousand,5000,100,0,0,,,,,2,2,100.0,0.0,,,35.0,,5000.0,Five thousand,Hard wood for the manufacture of furniture,4000.0,Four thousand,Nails - reinforcement of joints,210.0,Two Hundred And Ten Ghana Cedis,Glue for binding joints,-9.0,,0.0,0.0,0.0,0.0,Moderate obstacle,No obstacle,National,4.0,No,Yes,Very Severe Obstacle,No,,Yes,Yes,Yes,Yes,No,No,Yes,40.0,40.0,100,0,0,No,,,,,,,,,No obstacle,Yes,,100.0,No,,,Minor obstacle,0,0,10,0,90,0,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,Yes,Yes,,Application was approved,Yes,Major obstacle,No,,,,,,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Tend to agree,9,Yes,2.0,No,Yes,DK,15.0,,No,,,Yes,Less than one day,No,Major obstacle,Minor obstacle,No obstacle,Major obstacle,Major obstacle,DK,5,20,2.0,3.0,2.0,0.0,0.0,0.0,,5,0.0,4.0,9.0,No female production workers,0,No,,,No obstacle,Moderate obstacle,Access to finance,Business licensing and permits,1400,5500.0,0.0,100,600.0,0.0,,0.0,2000.0,DK,300000.0,30000.0,9,Male,,,,,14,3,2013,10,42,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.2591917427027277,2.035473175202201,5.961802770950606,87.0
557459,8064,448,2,(B) without cards,Manufacturing,Ghana,English,Tema,Tema,No,No,Over 250.000 to 1 million,"Publishing, printing, and Recorded media","Publishing, printing, and Recorded media","Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10398,10003,7,6,2013,10,8,Sole proprietorship,,100,0,100,0,0,No,,2007,4,Yes,2007,6,No,No,No,,,Yes,1.0,6.0,,DK,Yes,5.0,No,,,No,,,Yes,No,Yes,Very Severe Obstacle,Very Severe Obstacle,Printing press,2221,100,Does not apply,,,,197465,One hundred ninety-seven thousand four hundred sixty-five,17532685,100,0,0,,,,,No losses,No losses,100.0,0.0,,,21.0,,114000.0,One hundred and fourteen thousand,Paper,100000.0,One hundred thousand,Does not apply,,,,,,100.0,0.0,0.0,0.0,No obstacle,Major obstacle,National,DK,No,No,No obstacle,Yes,No,No,No,Yes,No,No,No,Yes,60.0,45.0,100,0,0,No,,,,,,,,,No obstacle,No,,,Yes,,DK,Minor obstacle,25,35,100,0,0,0,0,Yes,15000.0,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,Other,,Yes,No obstacle,No,,,,,,,,,,No,No,No,No,Yes,Yes,No,No,No,No,NA,No time was spent,Yes,2.0,Yes,Yes,10.0,5.0,,No,,,No,,,Very Severe Obstacle,Moderate obstacle,No obstacle,Very Severe Obstacle,Very Severe Obstacle,No obstacle,15,5,8.0,7.0,4.0,4.0,DK,1.0,,3,3.0,3.0,12.0,12.0,70,No,,,No obstacle,Moderate obstacle,NA,Access to land,62896,114000.0,83580.0,8350,DK,DK,,DK,67775.0,DK,67775.0,DK,6,Male,,,,,7,6,2013,10,55,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,0,,1.2591917427027277,2.035473175202201,5.961802770950606,87.0
557460,8065,449,3,(A) with cards,Manufacturing,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Transport machines (34&35),Fabricated metal products,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10398,10002,12,3,2013,10,23,Sole proprietorship,,100,100,0,0,0,No,,1990,1,No,DK,23,No,No,No,,,No,,,,,No,,No,,,No,,,Yes,No,No,No obstacle,No obstacle,Manufacturing aluminium products,2899,85,Other metal products,15.0,Does not apply,,15000,Fifteen thousand,13000,100,0,0,,,,,No losses,No losses,100.0,0.0,,,10.0,,8000.0,Eighty thousand,Stainless steel,6500.0,Six thousand five hundred,Copper iron and other metals,1500.0,One Thousand Five Hundred Cedis,Does not apply,,,0.0,0.0,0.0,0.0,Moderate obstacle,No obstacle,National,Too many to count,No,Yes,Moderate obstacle,No,,No,Yes,Yes,No,No,No,Yes,70.0,9.0,0,100,0,No,,,,,,,,,Major obstacle,No,,,No,,,No obstacle,0,80,100,0,0,0,0,Yes,4000.0,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,Application procedures were complex,,No,Very Severe Obstacle,No,,,,,,,,,,No,No,No,No,Yes,No,No,No,No,No,DK,No time was spent,Yes,2.0,No,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,5,3,4.0,1.0,3.0,1.0,0.0,0.0,,No full-time seasonal or temporary workers,,,3.0,DK,60,No,,,No obstacle,No obstacle,Access to finance,Business licensing and permits,3500,8000.0,1000.0,240,DK,360.0,,DK,30000.0,DK,30000.0,DK,23,Male,,,,,12,3,2013,11,13,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.2591917427027277,2.035473175202201,5.961802770950606,87.0
557461,8066,450,3,(B) without cards,Retail,Ghana,English,Tema,Tema,No,No,City with population over 1 million,"Publishing, printing, and Recorded media",Retail,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10514,10002,13,3,2013,13,12,Sole proprietorship,,100,100,0,0,0,No,,1998,4,No,2000,15,No,No,No,,,Yes,DK,,None,,No,,No,,,,,,Yes,No,Yes,No obstacle,No obstacle," Selling fice stationery including books ,pens etc",5219,100,,,,,70216,"Seventy thousand,two hundred and sixteen",42300,100,0,0,,,,,NA,NA,,,,,,3.0,,,,,,,,,,,,,,,,No obstacle,No obstacle,,,,Yes,Major obstacle,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,,,0,100,0,No,,,-9.0,,,0.0,100.0,0.0,No obstacle,Yes,6.0,,No,,,No obstacle,10,1,90,0,0,10,0,Yes,7300.0,0.0,85.0,10.0,0.0,0.0,5.0,0.0,Yes,Yes,No,,,,,,,,,,,,,No,No,Collateral requirements were too high,,No,No obstacle,No,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Tend to disagree,1,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,No,,,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,6,5,,,,,,,3.0,2,1.0,2.0,,,100,Yes,,,No obstacle,No obstacle,Practices of competitors in the informal sector,Business licensing and permits,45000,,,700,,,21000.0,,,,,,15,Male,,,,,13,3,2013,16,23,Truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,0,,1.2591917427027277,2.035473175202201,5.961802770950606,87.0
557462,8068,452,2,(B) without cards,Retail,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10319,10002,14,3,2013,11,49,Sole proprietorship,,100,100,0,0,0,No,,2006,3,Yes,2006,20,No,No,Yes,90.0,No,Yes,10.0,12.0,10.0,,Yes,1.0,Yes,30.0,No,,,,No,No,Yes,Major obstacle,Major obstacle,Selling plumbing materials,5234,55,,,,,650000,Six hundred fifty thousand,DK,100,0,0,,,,,1,2,,,,,,-9.0,,,,,,,,,,,,,,,,Minor obstacle,Minor obstacle,,,,Yes,Major obstacle,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,0,100,0,No,,,60.0,3.0,,0.0,100.0,0.0,Major obstacle,Yes,,150.0,No,,,No obstacle,50,50,0,20,0,0,80,No,,,,,,,,,Yes,No,Yes,State-owned banks or government agency,2011.0,10000.0,No,,,,,,,1.0,10000.0,No,Yes,,Application was approved,Yes,Major obstacle,No,,,,,,,,,,No,No,No,No,Yes,No,No,No,No,Yes,Tend to disagree,25,Yes,3.0,No,No,,No payments or gifts are paid,,No,,,No,,,Major obstacle,Moderate obstacle,No obstacle,No obstacle,Very Severe Obstacle,No obstacle,6,4,,,,,,,1.0,No full-time seasonal or temporary workers,,,,,20,No,,,No obstacle,No obstacle,Access to finance,Access to land,3000,,,240,,,55000.0,,,,,,20,Male,,,,,14,3,2013,12,50,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,3.0968634003507822,4.6775545908800575,12.454221568139785,91.0
557463,8071,455,3,(A) with cards,Retail,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10398,10002,14,3,2013,10,45,Sole proprietorship,,100,100,0,0,0,No,,DK,1,No,DK,20,No,No,No,,,No,,,,,No,,No,,,,,,No,No,No,Very Severe Obstacle,No obstacle,Selling electrical products,5239,100,,,,,15000,fifteen thousand cedis,9600,100,0,0,,,,,NA,NA,,,,,,2.0,,,,,,,,,,,,,,,,No obstacle,No obstacle,,,,No,No obstacle,No,,No,No,No,No,No,No,No,,,100,0,0,No,,,10.0,1.0,,100.0,0.0,0.0,No obstacle,No,,,No,,,No obstacle,50,40,DK,DK,DK,DK,DK,No,,,,,,,,,Yes,No,Yes,Non-bank financial institutions,2012.0,10000.0,Yes,No,No,No,Yes,No,28000.0,1.0,8500.0,No,Yes,,Application was approved,No,Very Severe Obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,DK,No time was spent,Yes,DK,No,Yes,No payments,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Major obstacle,No obstacle,Major obstacle,Major obstacle,No obstacle,5,5,,,,,,,0.0,No full-time seasonal or temporary workers,,,,,40,No,,,No obstacle,No obstacle,Access to finance,Business licensing and permits,3600,,,800,,,22000.0,,,,,,2,Male,2.0,Male,,,14,3,2013,11,31,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with different managers/staff,1.0,15.0,0,,3.0968634003507822,4.6775545908800575,12.454221568139785,91.0
557464,8072,456,2,(B) without cards,Other services,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Hotel and restaurants: section H,Hotel and restaurants: section H,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10319,10002,15,3,2013,10,0,Sole proprietorship,,100,100,0,0,0,DK,,2000,9,Yes,2000,7,No,No,No,,,Yes,6.0,12.0,40.0,,Yes,40.0,Yes,DK,Yes,,,,Yes,Yes,Yes,Major obstacle,No obstacle,Providing of accommodation (Hotel),5510,100,,,,,99820,Ninety-nine thousand eight hundred twenty,38263,100,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,No obstacle,No obstacle,,,,No,DK,No,,No,No,Yes,Yes,Yes,No,No,,,100,0,0,No,,,,,,,,,No obstacle,Yes,2.0,,No,,,No obstacle,42,20,100,0,0,0,0,Yes,4800.0,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,No,,,,,,,,,,Yes,DK,DK,DK,DK,DK,Yes,No,No,Yes,Tend to agree,No time was spent,Yes,6.0,Yes,No,,10.0,,No,,,No,,,Moderate obstacle,Moderate obstacle,No obstacle,Major obstacle,Major obstacle,No obstacle,9,9,,,,,,,3.0,No full-time seasonal or temporary workers,,,,,7,No,,,No obstacle,No obstacle,Electricity,Access to land,1865,,,36000,,,,,,,,,10,Male,,,,,15,3,2013,11,5,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,0,,1.0381884738754406,1.8494095061358284,5.103901113740099,95.0
557465,8073,457,2,(A) with cards,Other services,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Hotel and restaurants: section H,Hotel and restaurants: section H,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10398,10003,5,6,2013,10,0,Sole proprietorship,,100,100,0,0,0,Yes,100.0,2008,7,Yes,2008,5,Yes,No,No,,,Yes,1.0,8.0,DK,,Yes,5.0,No,,,,,,Yes,Yes,Yes,Very Severe Obstacle,Major obstacle,Providing of accommodation (Hotel and Restaurant),5510,90,,,,,124824,One hundred and twenty four thousand eight hundred and twenty four,5570,100,0,0,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,No obstacle,No obstacle,,,,Yes,Minor obstacle,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,,,100,0,0,Yes,60.0,No,,,,,,,Very Severe Obstacle,Yes,,7560.0,No,,,No obstacle,70,5,100,0,0,0,0,Yes,127250.0,DK,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,DK,No,Other,,Yes,Very Severe Obstacle,No,,,,,,,,,,No,No,No,No,Yes,Yes,No,No,No,No,NA,No time was spent,Yes,1.0,No,Yes,DK,DK,,No,,,No,,,Very Severe Obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,14,9,,,,,,,9.0,No full-time seasonal or temporary workers,,,,,100,Yes,,,No obstacle,Minor obstacle,Access to land,Access to land,12670,,,2079,,,,,,,,,2,Female,,,,,5,6,2013,10,43,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,0,,1.0381884738754406,1.8494095061358284,5.103901113740099,95.0
557466,8075,459,1,(B) without cards,Other services,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Hotel and restaurants: section H,Hotel and restaurants: section H,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10398,10002,14,3,2013,8,25,Limited partnership,,40,100,0,0,0,Yes,60.0,2009,6,Yes,2007,4,No,No,No,,,No,,,,,Yes,DK,No,,,,,,No,No,No,Very Severe Obstacle,Very Severe Obstacle,Providing of accommodation,5520,95,,,,,DK,,DK,100,0,0,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,,No obstacle,No obstacle,,,,Yes,Minor obstacle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,,0,100,0,No,,,,,,,,,No obstacle,Yes,,10800.0,Yes,50.0,,Moderate obstacle,0,0,100,0,0,0,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,DK,,Yes,DK,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,NA,No time was spent,Yes,DK,No,No,,No payments or gifts are paid,,No,,,No,,,Very Severe Obstacle,Major obstacle,Minor obstacle,Moderate obstacle,No obstacle,No obstacle,6,6,,,,,,,3.0,No full-time seasonal or temporary workers,,,,,100,Yes,,,No obstacle,No obstacle,Electricity,Access to finance,DK,,,DK,,,,,,,,,4,Female,4.0,Female,,,14,3,2013,9,45,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with different managers/staff,1.0,20.0,0,,1.0381884738754406,1.8494095061358284,5.103901113740099,95.0
557467,8076,460,1,(A) with cards,Retail,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Services of motor vehicles,Retail,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10514,10002,11,3,2013,11,10,Sole proprietorship,,100,100,0,0,0,No,,1986,15,No,1990,15,No,No,No,,,Yes,5.0,3.0,2.0,,Yes,8.0,No,,,,,,No,No,Yes,No obstacle,No obstacle,"Retail of motor vehicle parts including mirror, lights etc",5239,100,,,,,94500,Ninety four thousand five hundred,30420,100,0,0,,,,,NA,NA,,,,,,5.0,,,,,,,,,,,,,,,,No obstacle,No obstacle,,,,Yes,Major obstacle,Yes,No,No,Yes,Yes,Yes,No,No,No,,,100,0,0,No,,,-9.0,,,100.0,0.0,0.0,No obstacle,Yes,4.0,,No,,,No obstacle,60,5,20,0,10,60,10,No,,,,,,,,,Yes,No,Yes,Non-bank financial institutions,2012.0,Refuse,No,,,,,,,1.0,-8.0,Yes,Yes,,Application was approved,No,Moderate obstacle,No,,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Tend to agree,2,Yes,2.0,Refuse,No,,No payments or gifts are paid,,No,,,No,,,Minor obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,9,11,,,,,,,2.0,DK,,,,,DK,DK,,,No obstacle,No obstacle,Access to finance,Access to finance,47920,,,DK,,,DK,,,,,,15,Male,,,,,11,3,2013,12,38,Somewhat truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,0,,1.0381884738754406,1.8494095061358284,5.103901113740099,95.0
557468,20000,421,3,(A) with cards,Manufacturing,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Basic metals,Fabricated metal products,"No, screener and sample frame do not match but establishment still does activities that match sample frame",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10007,10002,14,3,2013,15,0,Sole proprietorship,,100,100,0,0,0,No,,2001,2,No,2001,10,No,No,No,,,No,,,,,No,,No,,,No,,,No,No,Yes,Very Severe Obstacle,Moderate obstacle,Manufacturing local pots,2899,100,Does not apply,,,,20000,Twenty thousand,10000,100,0,0,,,,,10,10,100.0,0.0,,,7.0,,-9.0,,Raw material,-9.0,,Does not apply,,,,,,100.0,0.0,0.0,0.0,Very Severe Obstacle,Very Severe Obstacle,Local,DK,No,Yes,Minor obstacle,No,,Yes,No,No,No,Yes,No,No,80.0,60.0,100,0,0,No,,,,,,,,,Very Severe Obstacle,Yes,1.0,,No,,,No obstacle,60,70,40,0,0,60,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Interest rates were not favorable,,Yes,Very Severe Obstacle,No,,,,,,,,,,Yes,No,No,No,No,No,Yes,No,No,No,DK,1,Yes,12.0,No,No,,No payments or gifts are paid,,No,,,No,,,Very Severe Obstacle,Very Severe Obstacle,No obstacle,No obstacle,Minor obstacle,DK,5,5,4.0,1.0,4.0,0.0,0.0,0.0,,No full-time seasonal or temporary workers,,,10.0,No female production workers,10,No,,,No obstacle,Minor obstacle,Access to finance,Business licensing and permits,2400,DK,DK,840,DK,DK,,DK,DK,DK,DK,DK,10,Male,,,,,14,3,2013,16,45,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.3740887469134377,2.166788662593758,5.176040839716596,83.0
557469,20171,344,1,(A) with cards,Manufacturing,Ghana,English,Takoradi,Takoradi,No,No,50.000 to 250.000,Fabricated metal products,Non metallic mineral products,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,40261,20011,21,3,2013,14,44,Sole proprietorship,,100,100,0,0,0,No,,2004,12,No,DK,15,No,No,No,,,Yes,DK,,10.0,,Yes,80.0,No,,,No,,,No,No,Yes,Major obstacle,Minor obstacle,Fabrication of aluminium glass doors,2610,60,Aluminium and glass windows,25.0,Show cases,15.0,32500,Thirty two thousand five hundred,DK,100,0,0,,,,,No losses,15,0.0,100.0,No,,3.0,,30000.0,Thirty thousand,Aluminum,9000.0,Nine thousand,Glass,8500.0,Eight Thousand Five Hundred Cedis,Accessories(screws and nuts),4500.0,Four Thousand Five Hundred Cedis,100.0,100.0,100.0,100.0,Very Severe Obstacle,No obstacle,Local,Too many to count,No,Yes,Minor obstacle,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,95.0,48.0,0,100,0,No,,,,,,,,,Very Severe Obstacle,No,,,No,,,Minor obstacle,30,35,100,0,0,0,0,Yes,1200.0,350.0,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,Very Severe Obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,Yes,Yes,No,Tend to disagree,No time was spent,Yes,1.0,Yes,No,,No payments or gifts are paid,,Yes,DK,DK,No,,,Very Severe Obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,No obstacle,12,15,6.0,6.0,6.0,0.0,0.0,0.0,,4,0.0,6.0,12.0,No female production workers,2,No,,,No obstacle,Major obstacle,Access to finance,Access to finance,2000,22000.0,1500.0,1500,0.0,350.0,,0.0,DK,DK,2100.0,10500.0,9,Male,,,,,21,3,2013,15,53,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,0,,1.0,1.360813694573669,4.9369628541683745,61.0
557470,20172,351,1,(A) with cards,Manufacturing,Ghana,English,Takoradi,Accra,Yes,Yes,City with population over 1 million,Fabricated metal products,Fabricated metal products,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10469,10002,8,5,2013,12,20,Sole proprietorship,,100,100,0,0,0,No,,1992,3,Yes,1992,21,No,No,No,,,Yes,10.0,3.0,None,,No,,No,,,No,,,No,No,Yes,Very Severe Obstacle,Minor obstacle,Manufacturing fabricated aluminium and glass,2899,100,Does not apply,,,,78691,Seventy eight thousand six hundred ninety one,53000,100,0,0,,,,,No losses,No losses,100.0,0.0,,,3.0,,60000.0,Sixty thousand,Aluminium and glass,40000.0,Forty thousand,Does not apply,,,,,,100.0,0.0,0.0,0.0,Very Severe Obstacle,No obstacle,Local,Too many to count,No,No,Very Severe Obstacle,No,,No,No,No,No,No,No,No,70.0,8.0,0,100,0,No,,,,,,,,,Minor obstacle,No,,,DK,,,Minor obstacle,50,40,60,0,0,40,0,No,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Size of loan and maturity were insufficient,,Yes,Moderate obstacle,No,,,,,,,,,,No,No,No,No,Yes,No,Yes,No,No,No,Strongly disagree,No time was spent,Yes,1.0,No,No,,No payments or gifts are paid,,No,,,No,,,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,8,7,7.0,1.0,6.0,1.0,0.0,DK,,No full-time seasonal or temporary workers,,,10.0,DK,0,No,,,Minor obstacle,Minor obstacle,Access to finance,Access to finance,2000,5300.0,DK,3600,DK,700.0,,2000.0,3600.0,DK,9000.0,700.0,21,Male,,,,,8,5,2013,13,20,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,0,,1.0,1.360813694573669,4.9369628541683745,61.0
557471,20430,381,3,(A) with cards,Manufacturing,Ghana,English,Tema,Tema,No,No,City with population over 1 million,Food,Food,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10514,10002,6,5,2013,11,30,Sole proprietorship,,100,100,0,0,0,No,,1995,10,Yes,1993,15,Yes,Still in process,No,,,Yes,2.0,4.0,None,,Yes,10.0,No,,,Yes,12.0,8.0,Yes,No,Yes,Major obstacle,No obstacle,Processing of meat,1511,100,Does not apply,,,,85600,Eighty five thousand and six hundred,48700,100,0,0,,,,,No losses,No losses,50.0,50.0,No,,4.0,,-9.0,,"Meat (cow,goat,chicken)",-9.0,,Does not apply,,,,,,100.0,-7.0,-7.0,-7.0,No obstacle,No obstacle,National,5.0,No,DK,No obstacle,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,85.0,54.0,100,0,0,No,,,,,,,,,No obstacle,No,,,No,,,No obstacle,30,40,70,0,0,30,0,No,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,No,No obstacle,No,,,,,,,,,,Yes,DK,Yes,DK,Yes,Yes,No,Yes,No,Yes,Tend to disagree,No time was spent,Yes,2.0,No,No,,No payments or gifts are paid,,No,,,No,,,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,12,10,10.0,2.0,8.0,2.0,5.0,1.0,,5,3.0,2.0,6.0,6.0,100,No,,,No obstacle,No obstacle,Electricity,Business licensing and permits,30000,5000.0,1000.0,1100,DK,DK,,DK,10000.0,30000.0,25000.0,40000.0,15,Male,,,,,6,5,2013,12,30,Truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,0,,1.7758728767500116,3.2629018054855994,9.676245543456272,75.0
